SampleID,Source,A name,B name,F1,N1,S/N 1,F2,N2,S/N 2,sample num,A type,B type,RealData [yes=1]
train1876,ARTIFCE,A,B,tanh,postadd,0.25,NA,NA,NA,585,Numerical,Categorical,0
train1877,RELATED,A,B,atanh,preadd,0.25,atanh,postadd,0.5,875,Numerical,Numerical,0
train1878,RELATED,A,B,tanh,postadd,1,atanh,postadd,2,7756,Numerical,Numerical,0
train1879,ARTIFCE,A,B,parabola,premult,1,NA,NA,NA,1166,Numerical,Categorical,0
train1880,ECOLI,fhlA-b2731-15 fhlA,hycA-b2725-14 hycA,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train1881,YEAST,PUP1-YOR157C-16 PUP1,REB1-YBR049C-16 REB1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train1882,ARTIFCE,A,B,tanh,postmult,0.25,NA,NA,NA,722,Categorical,Numerical,0
train1883,ARTIFCE,A,B,log,premult,0.5,NA,NA,NA,957,Binary,Numerical,0
train1884,ARTIFCE,A,B,rbf,postadd,0.5,NA,NA,NA,2037,Categorical,Numerical,0
train1885,YEAST,NUS1-YDL193W-16 NUS1,UME6-YDR207C-16 UME6,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train1886,ARTIFCE,A,B,atanh,preadd,1,NA,NA,NA,2104,Numerical,Binary,0
train1887,INDEP,A,B,NA,NA,NA,NA,NA,NA,5404,Categorical,Binary,0
train1888,IDPTREAL,SKN7-YHR206W-16 SKN7,PIL1-YGR086C-16 PIL1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train1889,ARTIFCE,A,B,tanh,postmult,0.25,NA,NA,NA,1379,Numerical,Numerical,0
train1890,ARTIFCE,A,B,exp,preadd,0.25,NA,NA,NA,1225,Numerical,Numerical,0
train1891,RELATED,A,B,line,preadd,0.5,log,postmult,1,2338,Numerical,Numerical,0
train1892,RELATED,A,B,sine,postmult,1,parabola,premult,0.25,1299,Binary,Binary,0
train1893,ARTIFCE,A,B,exp,postadd,0.25,NA,NA,NA,770,Categorical,Numerical,0
train1894,INDEP,A,B,NA,NA,NA,NA,NA,NA,3670,Numerical,Numerical,0
train1895,ARTIFCE,A,B,tanh,preadd,2,NA,NA,NA,4576,Numerical,Numerical,0
train1896,ARTIFCE,A,B,hyperbola,premult,0.5,NA,NA,NA,4281,Numerical,Numerical,0
train1897,ARTIFCE,A,B,line,preadd,1,NA,NA,NA,1443,Categorical,Numerical,0
train1898,YEAST,RPN4-YDL020C-16 RPN4,RPT1-YKL145W-16 RPT1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train1899,ARTIFCE,A,B,tanh,premult,2,NA,NA,NA,1125,Binary,Categorical,0
train1900,RELATED,A,B,rbf,postmult,2,log,postmult,0.5,4428,Numerical,Numerical,0
train1901,RELATED,A,B,sqrt,preadd,0.25,parabola,preadd,0.5,5559,Categorical,Numerical,0
train1902,RELATED,A,B,rbf,postmult,2,cubic,postadd,0.25,7089,Numerical,Numerical,0
train1903,RELATED,A,B,tanh,preadd,1,tanh,preadd,1,636,Numerical,Numerical,0
train1904,ARTIFCE,A,B,hyperbola,preadd,0.5,NA,NA,NA,1092,Numerical,Numerical,0
train1905,ARTIFCE,A,B,hyperbola,postmult,1,NA,NA,NA,1035,Numerical,Categorical,0
train1906,INDEP,A,B,NA,NA,NA,NA,NA,NA,5756,Numerical,Numerical,0
train1907,ARTIFCE,A,B,hyperbola,postadd,1,NA,NA,NA,3481,Numerical,Numerical,0
train1908,ARTIFCE,A,B,log,preadd,2,NA,NA,NA,5784,Numerical,Numerical,0
train1909,RELATED,A,B,sqrt,postmult,0.5,parabola,postmult,1,578,Categorical,Numerical,0
train1910,ECOLI,soxS-b4062-15 soxS,micF-b4439-3 micF,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train1911,RELATED,A,B,rbf,premult,1,line,postmult,2,1348,Binary,Numerical,0
train1912,RLTDREAL,Irradiation,A-23-P168882,NA,NA,NA,NA,NA,NA,461,Binary,Numerical,1
train1913,ARTIFCE,A,B,line,preadd,0.25,NA,NA,NA,5807,Numerical,Categorical,0
train1914,RLTDREAL,HAP1-YLR256W-16 HAP1,SUE1-YPR151C-16 SUE1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train1915,INDEP,A,B,NA,NA,NA,NA,NA,NA,2313,Numerical,Numerical,0
train1916,INDEP,A,B,NA,NA,NA,NA,NA,NA,848,Numerical,Binary,0
train1917,RELATED,A,B,tanh,preadd,0.25,exp,premult,0.25,2693,Categorical,Categorical,0
train1918,ARTIFCE,A,B,line,preadd,2,NA,NA,NA,3322,Numerical,Binary,0
train1919,RLTDREAL,HAP4-YKL109W-16 HAP4,ATP20-YPR020W-16 ATP20,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train1920,RELATED,A,B,log,postadd,2,tanh,preadd,0.25,5860,Numerical,Numerical,0
train1921,ARTIFCE,A,B,rbf,postadd,0.5,NA,NA,NA,1693,Numerical,Numerical,0
train1922,RELATED,A,B,sine,postadd,1,hyperbola,preadd,0.5,1627,Numerical,Numerical,0
train1923,INDEP,A,B,NA,NA,NA,NA,NA,NA,5222,Numerical,Numerical,0
train1924,RELATED,A,B,parabola,preadd,0.25,exp,postmult,1,960,Numerical,Numerical,0
train1925,ARTIFCE,A,B,parabola,postmult,1,NA,NA,NA,587,Numerical,Numerical,0
train1926,INDEP,A,B,NA,NA,NA,NA,NA,NA,5356,Numerical,Numerical,0
train1927,ARTIFCE,A,B,cubic,premult,0.5,NA,NA,NA,1106,Categorical,Numerical,0
train1928,RELATED,A,B,log,postmult,1,log,preadd,0.25,5527,Binary,Numerical,0
train1929,INDEP,A,B,NA,NA,NA,NA,NA,NA,2119,Numerical,Numerical,0
train1930,ARTIFCE,A,B,line,preadd,0.5,NA,NA,NA,1862,Binary,Numerical,0
train1931,ARTIFCE,A,B,parabola,postadd,0.5,NA,NA,NA,7264,Numerical,Numerical,0
train1932,RELATED,A,B,parabola,premult,1,rbf,premult,2,1365,Numerical,Numerical,0
train1933,ARTIFCE,A,B,log,postmult,1,NA,NA,NA,4053,Numerical,Numerical,0
train1934,RELATED,A,B,parabola,premult,0.5,atanh,postmult,0.5,1013,Numerical,Binary,0
train1935,INDEP,A,B,NA,NA,NA,NA,NA,NA,3449,Numerical,Binary,0
train1936,ARTIFCE,A,B,rbf,postadd,0.5,NA,NA,NA,2752,Numerical,Binary,0
train1937,RELATED,A,B,cubic,preadd,0.25,cubic,preadd,2,804,Binary,Numerical,0
train1938,ARTIFCE,A,B,cubic,postmult,0.25,NA,NA,NA,620,Numerical,Categorical,0
train1939,RELATED,A,B,tanh,postmult,2,cubic,postmult,1,857,Numerical,Numerical,0
train1940,ARTIFCE,A,B,cubic,premult,1,NA,NA,NA,836,Numerical,Numerical,0
train1941,RLTDREAL,ihfA-b1712-15 ihfA,yiaL-b3576-15 yiaL,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train1942,INDEP,A,B,NA,NA,NA,NA,NA,NA,1262,Numerical,Numerical,0
train1943,IDPTREAL,AGE,CHILD07,NA,NA,NA,NA,NA,NA,3675,Numerical,Categorical,1
train1944,ARTIFCE,A,B,rbf,postadd,0.5,NA,NA,NA,1797,Numerical,Categorical,0
train1945,IDPTREAL,Water level,Chemical component 7,NA,NA,NA,NA,NA,NA,333,Categorical,Numerical,1
train1946,ARTIFCE,A,B,rbf,premult,2,NA,NA,NA,544,Numerical,Numerical,0
train1947,COIL,Chemical component 4,Water level,NA,NA,NA,NA,NA,NA,314,Numerical,Categorical,1
train1948,ARTIFCE,A,B,hyperbola,preadd,2,NA,NA,NA,1282,Numerical,Numerical,0
train1949,ARTIFCE,A,B,atanh,premult,0.5,NA,NA,NA,6577,Numerical,Numerical,0
train1950,ARTIFCE,A,B,atanh,premult,0.5,NA,NA,NA,7098,Numerical,Binary,0
train1951,RELATED,A,B,tanh,postadd,1,parabola,postmult,0.5,6521,Numerical,Numerical,0
train1952,RELATED,A,B,hyperbola,premult,0.25,exp,postmult,1,2838,Numerical,Binary,0
train1953,CPU,Machine cycle time,Estimated performance,NA,NA,NA,NA,NA,NA,209,Numerical,Numerical,1
train1954,ARTIFCE,A,B,hyperbola,premult,0.5,NA,NA,NA,2528,Numerical,Numerical,0
train1955,COIL,Algal frequency 3,Chemical component 4,NA,NA,NA,NA,NA,NA,314,Numerical,Numerical,1
train1956,ARTIFCE,A,B,parabola,premult,2,NA,NA,NA,7965,Numerical,Numerical,0
train1957,INDEP,A,B,NA,NA,NA,NA,NA,NA,1394,Numerical,Numerical,0
train1958,INDEP,A,B,NA,NA,NA,NA,NA,NA,7111,Numerical,Numerical,0
train1959,RELATED,A,B,rbf,postmult,0.5,sine,postmult,2,3322,Numerical,Binary,0
train1960,RELATED,A,B,parabola,postmult,0.25,parabola,postmult,0.25,1042,Binary,Numerical,0
train1961,ARTIFCE,A,B,exp,premult,1,NA,NA,NA,1117,Numerical,Numerical,0
train1962,ARTIFCE,A,B,rbf,premult,0.25,NA,NA,NA,898,Binary,Numerical,0
train1963,INDEP,A,B,NA,NA,NA,NA,NA,NA,1606,Numerical,Binary,0
train1964,ARTIFCE,A,B,sqrt,postmult,0.5,NA,NA,NA,5886,Numerical,Binary,0
train1965,IDPTREAL,Irradiation,A-23-P218463,NA,NA,NA,NA,NA,NA,461,Binary,Numerical,1
train1966,ARTIFCE,A,B,sine,premult,1,NA,NA,NA,3411,Numerical,Numerical,0
train1967,ARTIFCE,A,B,hyperbola,postmult,0.5,NA,NA,NA,615,Numerical,Numerical,0
train1968,INDEP,A,B,NA,NA,NA,NA,NA,NA,5801,Binary,Numerical,0
train1969,ARTIFCE,A,B,hyperbola,postadd,0.5,NA,NA,NA,532,Numerical,Numerical,0
train1970,ARTIFCE,A,B,sqrt,postmult,1,NA,NA,NA,749,Binary,Binary,0
train1971,RELATED,A,B,tanh,postadd,2,line,postadd,2,1305,Binary,Numerical,0
train1972,INDEP,A,B,NA,NA,NA,NA,NA,NA,2164,Categorical,Categorical,0
train1973,ARTIFCE,A,B,rbf,postadd,1,NA,NA,NA,1324,Numerical,Numerical,0
train1974,RELATED,A,B,hyperbola,postadd,0.5,cubic,postadd,2,663,Categorical,Numerical,0
train1975,ARTIFCE,A,B,rbf,postadd,2,NA,NA,NA,5412,Numerical,Numerical,0
train1976,INDEP,A,B,NA,NA,NA,NA,NA,NA,971,Binary,Numerical,0
train1977,RELATED,A,B,exp,postadd,0.25,parabola,postmult,0.25,690,Numerical,Numerical,0
train1978,ARTIFCE,A,B,parabola,postadd,2,NA,NA,NA,3474,Binary,Numerical,0
train1979,ARTIFCE,A,B,rbf,premult,2,NA,NA,NA,658,Numerical,Numerical,0
train1980,INDEP,A,B,NA,NA,NA,NA,NA,NA,3658,Numerical,Binary,0
train1981,RELATED,A,B,hyperbola,preadd,0.25,sine,premult,1,710,Binary,Numerical,0
train1982,RELATED,A,B,rbf,postadd,2,sqrt,postmult,1,592,Numerical,Binary,0
train1983,ARTIFCE,A,B,line,preadd,0.25,NA,NA,NA,6025,Categorical,Numerical,0
train1984,RELATED,A,B,sine,postadd,0.25,sine,postmult,0.5,5198,Numerical,Numerical,0
train1985,RLTDREAL,Aspect,Cover,NA,NA,NA,NA,NA,NA,2777,Numerical,Categorical,1
train1986,IDPTREAL,Recency (months),March 2007 donation,NA,NA,NA,NA,NA,NA,748,Numerical,Binary,1
train1987,COIL,Algal frequency 3,Chemical component 7,NA,NA,NA,NA,NA,NA,333,Numerical,Numerical,1
train1988,ARTIFCE,A,B,rbf,postadd,0.5,NA,NA,NA,7958,Numerical,Numerical,0
train1989,ARTIFCE,A,B,hyperbola,postmult,0.5,NA,NA,NA,2213,Numerical,Numerical,0
train1990,RELATED,A,B,hyperbola,postadd,1,hyperbola,preadd,0.5,988,Numerical,Numerical,0
train1991,RELATED,A,B,rbf,postadd,0.25,cubic,postmult,0.25,5249,Categorical,Numerical,0
train1992,INDEP,A,B,NA,NA,NA,NA,NA,NA,958,Categorical,Categorical,0
train1993,RELATED,A,B,sqrt,premult,0.25,cubic,preadd,1,2570,Numerical,Numerical,0
train1994,ARTIFCE,A,B,rbf,postadd,0.5,NA,NA,NA,846,Numerical,Numerical,0
train1995,INDEP,A,B,NA,NA,NA,NA,NA,NA,5551,Categorical,Numerical,0
train1996,RELATED,A,B,hyperbola,postmult,1,tanh,postmult,0.5,1262,Numerical,Numerical,0
train1997,ARTIFCE,A,B,log,premult,1,NA,NA,NA,519,Numerical,Numerical,0
train1998,INDEP,A,B,NA,NA,NA,NA,NA,NA,2854,Categorical,Binary,0
train1999,ARTIFCE,A,B,parabola,preadd,0.5,NA,NA,NA,753,Numerical,Numerical,0
train2000,IDPTREAL,Chemical component 4,Algal frequency 3,NA,NA,NA,NA,NA,NA,314,Numerical,Numerical,1
train2001,ARTIFCE,A,B,sine,preadd,0.25,NA,NA,NA,7875,Numerical,Numerical,0
train2002,RELATED,A,B,tanh,premult,1,line,postadd,2,1698,Binary,Categorical,0
train2003,INDEP,A,B,NA,NA,NA,NA,NA,NA,592,Numerical,Numerical,0
train2004,RADIA,Irradiation,A-23-P252283,NA,NA,NA,NA,NA,NA,461,Binary,Numerical,1
train2005,RELATED,A,B,hyperbola,premult,0.5,hyperbola,postmult,1,6626,Numerical,Numerical,0
train2006,RELATED,A,B,sqrt,premult,1,rbf,postmult,1,701,Categorical,Numerical,0
train2007,INDEP,A,B,NA,NA,NA,NA,NA,NA,2698,Numerical,Numerical,0
train2008,ARTIFCE,A,B,rbf,postadd,0.25,NA,NA,NA,5099,Numerical,Numerical,0
train2009,ARTIFCE,A,B,cubic,premult,2,NA,NA,NA,2244,Numerical,Numerical,0
train2010,RELATED,A,B,tanh,postmult,2,sqrt,postadd,2,5954,Numerical,Numerical,0
train2011,RELATED,A,B,exp,preadd,2,cubic,preadd,2,2571,Numerical,Binary,0
train2012,RELATED,A,B,hyperbola,postmult,2,hyperbola,premult,0.5,1136,Numerical,Binary,0
train2013,ARTIFCE,A,B,exp,postmult,2,NA,NA,NA,3311,Numerical,Numerical,0
train2014,ARTIFCE,A,B,sine,postadd,1,NA,NA,NA,2665,Numerical,Numerical,0
train2015,RELATED,A,B,hyperbola,postmult,0.25,tanh,premult,0.5,1812,Numerical,Numerical,0
train2016,ARTIFCE,A,B,rbf,postadd,0.25,NA,NA,NA,2416,Numerical,Numerical,0
train2017,IDPTREAL,TZ cancer volume,Recurrence,NA,NA,NA,NA,NA,NA,158,Numerical,Binary,1
train2018,INDEP,A,B,NA,NA,NA,NA,NA,NA,7378,Binary,Numerical,0
train2019,ARTIFCE,A,B,sine,postadd,0.25,NA,NA,NA,699,Numerical,Categorical,0
train2020,INDEP,A,B,NA,NA,NA,NA,NA,NA,610,Numerical,Numerical,0
train2021,ARTIFCE,A,B,tanh,postadd,0.25,NA,NA,NA,2724,Numerical,Numerical,0
train2022,ARTIFCE,A,B,sine,preadd,0.25,NA,NA,NA,4827,Numerical,Numerical,0
train2023,LEMON,MMRCurrentRetailAveragePrice,WheelTypeID,NA,NA,NA,NA,NA,NA,4401,Numerical,Categorical,1
train2024,RELATED,A,B,cubic,preadd,1,rbf,premult,0.5,807,Numerical,Numerical,0
train2025,ARTIFCE,A,B,parabola,postadd,0.5,NA,NA,NA,2573,Categorical,Numerical,0
train2026,INDEP,A,B,NA,NA,NA,NA,NA,NA,2131,Binary,Numerical,0
train2027,RELATED,A,B,atanh,preadd,0.5,cubic,postmult,0.5,3301,Numerical,Categorical,0
train2028,RELATED,A,B,parabola,postmult,1,atanh,preadd,0.25,5670,Binary,Numerical,0
train2029,RELATED,A,B,rbf,preadd,0.5,sqrt,postmult,1,5096,Binary,Numerical,0
train2030,ARTIFCE,A,B,tanh,premult,1,NA,NA,NA,534,Numerical,Numerical,0
train2031,RELATED,A,B,line,premult,2,rbf,postadd,0.25,3766,Binary,Numerical,0
train2032,RELATED,A,B,tanh,preadd,0.5,sine,postmult,1,5577,Numerical,Numerical,0
train2033,RLTDREAL,ASH1-YKL185W-16 ASH1,UTH1-YKR042W-16 UTH1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train2034,ARTIFCE,A,B,hyperbola,postadd,0.5,NA,NA,NA,592,Numerical,Numerical,0
train2035,IDPTREAL,YAP1-YML007W-16 YAP1,DRE2-YKR071C-16 DRE2,NA,NA,NA,NA,NA,NA,502,Numerical,Numerical,1
train2036,RELATED,A,B,atanh,postmult,0.25,sqrt,premult,2,2380,Numerical,Binary,0
train2037,IDPTREAL,REB1-YBR049C-16 REB1,SUB1-YMR039C-16 SUB1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train2038,ARTIFCE,A,B,rbf,postadd,0.5,NA,NA,NA,3307,Numerical,Binary,0
train2039,RELATED,A,B,parabola,premult,1,rbf,postmult,1,5138,Numerical,Binary,0
train2040,RELATED,A,B,sine,postadd,1,log,postadd,2,4536,Binary,Numerical,0
train2041,RLTDREAL,chbF-b1734-15 chbF,nagC-b0676-14 nagC,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train2042,RELATED,A,B,hyperbola,premult,0.5,rbf,preadd,2,3625,Categorical,Binary,0
train2043,RELATED,A,B,atanh,postadd,1,line,postmult,1,5156,Numerical,Binary,0
train2044,ARTIFCE,A,B,parabola,postmult,1,NA,NA,NA,2194,Numerical,Binary,0
train2045,ARTIFCE,A,B,sqrt,preadd,2,NA,NA,NA,1662,Numerical,Numerical,0
train2046,INDEP,A,B,NA,NA,NA,NA,NA,NA,913,Numerical,Numerical,0
train2047,INDEP,A,B,NA,NA,NA,NA,NA,NA,676,Categorical,Categorical,0
train2048,RELATED,A,B,sine,postmult,1,parabola,premult,1,2671,Categorical,Binary,0
train2049,RELATED,A,B,cubic,premult,0.25,parabola,preadd,0.25,2434,Binary,Categorical,0
train2050,ARTIFCE,A,B,hyperbola,postadd,2,NA,NA,NA,2420,Categorical,Numerical,0
train2051,INDEP,A,B,NA,NA,NA,NA,NA,NA,4920,Numerical,Numerical,0
train2052,INDEP,A,B,NA,NA,NA,NA,NA,NA,534,Numerical,Binary,0
train2053,RELATED,A,B,sine,postadd,0.25,line,postmult,1,3173,Binary,Numerical,0
train2054,RELATED,A,B,parabola,postmult,0.25,cubic,postmult,0.5,3083,Binary,Numerical,0
train2055,ARTIFCE,A,B,line,preadd,0.25,NA,NA,NA,1652,Numerical,Categorical,0
train2056,ARTIFCE,A,B,rbf,preadd,0.5,NA,NA,NA,2312,Numerical,Numerical,0
train2057,INDEP,A,B,NA,NA,NA,NA,NA,NA,2248,Numerical,Numerical,0
train2058,ARTIFCE,A,B,sine,postadd,0.25,NA,NA,NA,5737,Numerical,Numerical,0
train2059,ADA,maritalStatus,hoursPerWeek,NA,NA,NA,NA,NA,NA,1621,Categorical,Numerical,1
train2060,ARTIFCE,A,B,sqrt,postadd,0.5,NA,NA,NA,2826,Numerical,Numerical,0
train2061,ARTIFCE,A,B,rbf,postmult,0.5,NA,NA,NA,3350,Categorical,Numerical,0
train2062,SYLVA,Hillshade-Noon,Area,NA,NA,NA,NA,NA,NA,943,Numerical,Categorical,1
train2063,ARTIFCE,A,B,sqrt,postadd,1,NA,NA,NA,2783,Numerical,Numerical,0
train2064,RELATED,A,B,sqrt,postmult,0.5,line,postadd,2,3650,Numerical,Numerical,0
train2065,RELATED,A,B,line,preadd,0.25,rbf,premult,0.25,831,Numerical,Categorical,0
train2066,INDEP,A,B,NA,NA,NA,NA,NA,NA,1646,Numerical,Numerical,0
train2067,YEAST,SWI5-YDR146C-16 SWI5,NCB2-YDR397C-16 NCB2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train2068,ARTIFCE,A,B,atanh,postadd,1,NA,NA,NA,700,Numerical,Numerical,0
train2069,ARTIFCE,A,B,sine,postmult,1,NA,NA,NA,2268,Numerical,Numerical,0
train2070,IDPTREAL,manX-b1817-15 manX,dgsA-b1594-14 dgsA,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train2071,INDEP,A,B,NA,NA,NA,NA,NA,NA,1418,Numerical,Numerical,0
train2072,ARTIFCE,A,B,parabola,premult,1,NA,NA,NA,501,Numerical,Numerical,0
train2073,ECOLI,narH-b1225-14 narH,ihfA-b1712-15 ihfA,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train2074,RELATED,A,B,atanh,preadd,0.5,hyperbola,postmult,2,1336,Numerical,Numerical,0
train2075,RELATED,A,B,line,preadd,2,exp,postadd,2,2289,Numerical,Numerical,0
train2076,ARTIFCE,A,B,rbf,postmult,1,NA,NA,NA,1723,Numerical,Numerical,0
train2077,RELATED,A,B,parabola,postmult,0.25,atanh,premult,2,736,Numerical,Numerical,0
train2078,ARTIFCE,A,B,log,postmult,0.5,NA,NA,NA,2045,Numerical,Numerical,0
train2079,ARTIFCE,A,B,rbf,postadd,1,NA,NA,NA,556,Numerical,Numerical,0
train2080,YEAST,REB1-YBR049C-16 REB1,YGL160W-16 YGL160W,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train2081,ARTIFCE,A,B,cubic,premult,2,NA,NA,NA,983,Numerical,Numerical,0
train2082,INDEP,A,B,NA,NA,NA,NA,NA,NA,1233,Numerical,Numerical,0
train2083,ARTIFCE,A,B,sine,postadd,0.5,NA,NA,NA,3635,Numerical,Numerical,0
train2084,INDEP,A,B,NA,NA,NA,NA,NA,NA,1252,Numerical,Numerical,0
train2085,VETERAN,AGE,CHILD07,NA,NA,NA,NA,NA,NA,3122,Numerical,Categorical,1
train2086,ARTIFCE,A,B,rbf,preadd,2,NA,NA,NA,1171,Binary,Numerical,0
train2087,ARTIFCE,A,B,exp,premult,0.25,NA,NA,NA,6438,Numerical,Numerical,0
train2088,INDEP,A,B,NA,NA,NA,NA,NA,NA,1197,Numerical,Numerical,0
train2089,ARTIFCE,A,B,line,preadd,2,NA,NA,NA,3772,Numerical,Numerical,0
train2090,ARTIFCE,A,B,sine,preadd,0.25,NA,NA,NA,6007,Numerical,Numerical,0
train2091,INDEP,A,B,NA,NA,NA,NA,NA,NA,842,Categorical,Numerical,0
train2092,RELATED,A,B,sqrt,preadd,0.5,rbf,postmult,2,2049,Numerical,Binary,0
train2093,INDEP,A,B,NA,NA,NA,NA,NA,NA,771,Numerical,Binary,0
train2094,ARTIFCE,A,B,hyperbola,premult,0.5,NA,NA,NA,1971,Binary,Numerical,0
train2095,RELATED,A,B,cubic,postmult,1,rbf,postmult,1,533,Numerical,Categorical,0
train2096,RELATED,A,B,hyperbola,postadd,1,parabola,premult,0.25,6217,Numerical,Numerical,0
train2097,ARTIFCE,A,B,atanh,preadd,0.5,NA,NA,NA,866,Numerical,Numerical,0
train2098,ARTIFCE,A,B,parabola,postadd,1,NA,NA,NA,2062,Numerical,Binary,0
train2099,INDEP,A,B,NA,NA,NA,NA,NA,NA,3036,Numerical,Numerical,0
train2100,ARTIFCE,A,B,parabola,premult,0.5,NA,NA,NA,7487,Numerical,Numerical,0
train2101,IDPTREAL,MSN2-YMR037C-16 MSN2,EFB1-YAL003W-32 EFB1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train2102,ARTIFCE,A,B,rbf,postadd,2,NA,NA,NA,6728,Numerical,Numerical,0
train2103,ARTIFCE,A,B,sqrt,preadd,0.25,NA,NA,NA,1324,Numerical,Numerical,0
train2104,RELATED,A,B,line,postmult,1,sqrt,postmult,1,2372,Numerical,Numerical,0
train2105,ARTIFCE,A,B,rbf,postmult,0.25,NA,NA,NA,2443,Numerical,Numerical,0
train2106,ARTIFCE,A,B,sine,postadd,0.5,NA,NA,NA,6146,Categorical,Numerical,0
train2107,ARTIFCE,A,B,exp,postmult,0.25,NA,NA,NA,645,Numerical,Binary,0
train2108,RELATED,A,B,atanh,postadd,1,sine,premult,1,700,Categorical,Numerical,0
train2109,ARTIFCE,A,B,log,premult,1,NA,NA,NA,4810,Numerical,Categorical,0
train2110,ARTIFCE,A,B,sine,postadd,2,NA,NA,NA,5925,Numerical,Numerical,0
train2111,IDPTREAL,FKH2-YNL068C-16 FKH2,DUN1-YDL101C-16 DUN1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train2112,ARTIFCE,A,B,tanh,preadd,2,NA,NA,NA,1614,Categorical,Numerical,0
train2113,ARTIFCE,A,B,line,postadd,0.25,NA,NA,NA,5835,Numerical,Categorical,0
train2114,RELATED,A,B,sine,premult,2,tanh,postadd,0.5,1554,Binary,Binary,0
train2115,RLTDREAL,A-23-P51646,Irradiation,NA,NA,NA,NA,NA,NA,461,Numerical,Binary,1
train2116,INDEP,A,B,NA,NA,NA,NA,NA,NA,3895,Numerical,Numerical,0
train2117,RLTDREAL,ARG81-YML099C-16 ARG81,EPL1-YFL024C-16 EPL1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train2118,ARTIFCE,A,B,parabola,preadd,2,NA,NA,NA,1115,Numerical,Numerical,0
train2119,IDPTREAL,Algal frequency 3,Chemical component 6,NA,NA,NA,NA,NA,NA,338,Numerical,Numerical,1
train2120,BOND,trade-price-last10,trade-price,NA,NA,NA,NA,NA,NA,768,Numerical,Numerical,1
train2121,ARTIFCE,A,B,parabola,postmult,1,NA,NA,NA,710,Numerical,Numerical,0
train2122,INDEP,A,B,NA,NA,NA,NA,NA,NA,6736,Binary,Numerical,0
train2123,ARTIFCE,A,B,atanh,postmult,1,NA,NA,NA,731,Numerical,Numerical,0
train2124,INDEP,A,B,NA,NA,NA,NA,NA,NA,7312,Numerical,Numerical,0
train2125,IDPTREAL,glyA-b2551-15 glyA,purR-b1658-15 purR,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train2126,RELATED,A,B,exp,postmult,0.5,atanh,preadd,0.5,1229,Binary,Numerical,0
train2127,LEMON,MMRCurrentRetailAveragePrice,VehOdo,NA,NA,NA,NA,NA,NA,1046,Numerical,Numerical,1
train2128,IDPTREAL,cpxR-b3912-14 cpxR,ung-b2580-15 ung,NA,NA,NA,NA,NA,NA,891,Numerical,Numerical,1
train2129,IDPTREAL,Model-Year,Var6,NA,NA,NA,NA,NA,NA,7900,Numerical,Numerical,1
train2130,IDPTREAL,Model-Year,MPG,NA,NA,NA,NA,NA,NA,398,Numerical,Numerical,1
train2131,RELATED,A,B,atanh,postadd,0.25,parabola,postadd,2,1208,Numerical,Numerical,0
train2132,ARTIFCE,A,B,sqrt,postmult,0.25,NA,NA,NA,7784,Numerical,Categorical,0
train2133,ARTIFCE,A,B,log,preadd,0.5,NA,NA,NA,2335,Numerical,Numerical,0
train2134,ARTIFCE,A,B,rbf,premult,2,NA,NA,NA,4500,Numerical,Numerical,0
train2135,INDEP,A,B,NA,NA,NA,NA,NA,NA,1332,Numerical,Numerical,0
train2136,ARTIFCE,A,B,parabola,postadd,0.5,NA,NA,NA,2826,Categorical,Numerical,0
train2137,ARTIFCE,A,B,line,premult,1,NA,NA,NA,582,Numerical,Binary,0
train2138,ARTIFCE,A,B,atanh,preadd,0.5,NA,NA,NA,4621,Numerical,Numerical,0
train2139,IDPTREAL,Wall Area,Heating Load,NA,NA,NA,NA,NA,NA,768,Numerical,Numerical,1
train2140,ARTIFCE,A,B,parabola,postadd,0.5,NA,NA,NA,893,Numerical,Binary,0
train2141,RELATED,A,B,tanh,premult,0.25,exp,preadd,0.5,4453,Numerical,Numerical,0
train2142,INDEP,A,B,NA,NA,NA,NA,NA,NA,4960,Numerical,Numerical,0
train2143,RLTDREAL,pspA-b1304-15 pspA,pspF-b1303-15 pspF,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
