SampleID,A type,B type
train2103,Numerical,Numerical
train2104,Numerical,Numerical
train2105,Numerical,Numerical
train2106,Categorical,Numerical
train2107,Numerical,Binary
train2108,Categorical,Numerical
train2109,Numerical,Categorical
train2110,Numerical,Numerical
train2111,Numerical,Numerical
train2112,Categorical,Numerical
train2113,Numerical,Categorical
train2114,Binary,Binary
train2115,Numerical,Binary
train2116,Numerical,Numerical
train2117,Numerical,Numerical
train2118,Numerical,Numerical
train2119,Numerical,Numerical
train2120,Numerical,Numerical
train2121,Numerical,Numerical
train2122,Binary,Numerical
train2123,Numerical,Numerical
train2124,Numerical,Numerical
train2125,Numerical,Numerical
train2126,Binary,Numerical
train2127,Numerical,Numerical
train2128,Numerical,Numerical
train2129,Numerical,Numerical
train2130,Numerical,Numerical
train2131,Numerical,Numerical
train2132,Numerical,Categorical
train2133,Numerical,Numerical
train2134,Numerical,Numerical
train2135,Numerical,Numerical
train2136,Categorical,Numerical
train2137,Numerical,Binary
train2138,Numerical,Numerical
train2139,Numerical,Numerical
train2140,Numerical,Binary
train2141,Numerical,Numerical
train2142,Numerical,Numerical
train2143,Numerical,Numerical
train2144,Binary,Numerical
train2145,Numerical,Numerical
train2146,Numerical,Numerical
train2147,Numerical,Numerical
train2148,Numerical,Numerical
train2149,Numerical,Binary
train2150,Numerical,Numerical
train2151,Numerical,Numerical
train2152,Numerical,Binary
train2153,Numerical,Binary
train2154,Numerical,Categorical
train2155,Binary,Numerical
train2156,Categorical,Numerical
train2157,Binary,Numerical
train2158,Categorical,Binary
train2159,Binary,Numerical
train2160,Numerical,Numerical
train2161,Numerical,Numerical
train2162,Categorical,Numerical
train2163,Numerical,Numerical
train2164,Numerical,Numerical
train2165,Numerical,Numerical
train2166,Numerical,Categorical
train2167,Binary,Numerical
train2168,Binary,Numerical
train2169,Categorical,Numerical
train2170,Numerical,Numerical
train2171,Numerical,Numerical
train2172,Numerical,Binary
train2173,Binary,Categorical
train2174,Numerical,Binary
train2175,Numerical,Numerical
train2176,Numerical,Numerical
train2177,Numerical,Numerical
train2178,Numerical,Numerical
train2179,Numerical,Numerical
train2180,Numerical,Numerical
train2181,Numerical,Numerical
train2182,Numerical,Numerical
train2183,Numerical,Numerical
train2184,Categorical,Numerical
train2185,Numerical,Numerical
train2186,Numerical,Numerical
train2187,Numerical,Numerical
train2188,Numerical,Numerical
train2189,Categorical,Numerical
train2190,Numerical,Numerical
train2191,Numerical,Numerical
train2192,Numerical,Numerical
train2193,Numerical,Numerical
train2194,Numerical,Numerical
train2195,Numerical,Binary
train2196,Binary,Numerical
train2197,Numerical,Binary
train2198,Numerical,Numerical
train2199,Categorical,Binary
train2200,Numerical,Binary
train2201,Numerical,Numerical
train2202,Numerical,Numerical
train2203,Numerical,Binary
train2204,Numerical,Categorical
train2205,Numerical,Numerical
train2206,Numerical,Numerical
train2207,Binary,Numerical
train2208,Numerical,Numerical
train2209,Numerical,Numerical
train2210,Numerical,Numerical
train2211,Binary,Numerical
train2212,Numerical,Categorical
train2213,Binary,Categorical
train2214,Numerical,Numerical
train2215,Numerical,Numerical
train2216,Numerical,Numerical
train2217,Numerical,Numerical
train2218,Numerical,Numerical
train2219,Categorical,Binary
train2220,Numerical,Numerical
train2221,Numerical,Numerical
train2222,Binary,Numerical
train2223,Binary,Binary
train2224,Numerical,Numerical
train2225,Numerical,Numerical
train2226,Numerical,Categorical
train2227,Binary,Categorical
train2228,Numerical,Numerical
train2229,Numerical,Numerical
train2230,Numerical,Numerical
train2231,Numerical,Numerical
train2232,Numerical,Binary
train2233,Binary,Numerical
train2234,Numerical,Numerical
train2235,Numerical,Numerical
train2236,Numerical,Numerical
train2237,Numerical,Numerical
train2238,Numerical,Numerical
train2239,Binary,Binary
train2240,Numerical,Binary
train2241,Binary,Numerical
train2242,Categorical,Numerical
train2243,Numerical,Categorical
train2244,Numerical,Numerical
train2245,Categorical,Categorical
train2246,Numerical,Binary
train2247,Numerical,Numerical
train2248,Numerical,Categorical
train2249,Numerical,Binary
train2250,Numerical,Categorical
train2251,Binary,Numerical
train2252,Numerical,Numerical
train2253,Categorical,Numerical
train2254,Numerical,Numerical
train2255,Categorical,Numerical
train2256,Numerical,Numerical
train2257,Numerical,Numerical
train2258,Numerical,Numerical
train2259,Numerical,Numerical
train2260,Categorical,Numerical
train2261,Numerical,Numerical
train2262,Numerical,Numerical
train2263,Numerical,Numerical
train2264,Numerical,Numerical
train2265,Categorical,Numerical
train2266,Numerical,Numerical
train2267,Binary,Numerical
train2268,Numerical,Categorical
train2269,Numerical,Numerical
train2270,Numerical,Numerical
train2271,Categorical,Binary
train2272,Numerical,Numerical
train2273,Categorical,Numerical
train2274,Numerical,Numerical
train2275,Numerical,Numerical
train2276,Numerical,Numerical
train2277,Numerical,Numerical
train2278,Numerical,Numerical
train2279,Numerical,Numerical
train2280,Numerical,Binary
train2281,Numerical,Numerical
train2282,Numerical,Numerical
train2283,Numerical,Numerical
train2284,Numerical,Categorical
train2285,Numerical,Categorical
train2286,Numerical,Numerical
train2287,Numerical,Numerical
train2288,Binary,Binary
train2289,Numerical,Numerical
train2290,Numerical,Numerical
train2291,Categorical,Categorical
train2292,Numerical,Numerical
train2293,Numerical,Numerical
train2294,Numerical,Categorical
train2295,Numerical,Numerical
train2296,Numerical,Numerical
train2297,Numerical,Numerical
train2298,Numerical,Numerical
train2299,Numerical,Numerical
train2300,Numerical,Categorical
train2301,Numerical,Numerical
train2302,Numerical,Numerical
train2303,Numerical,Binary
train2304,Numerical,Binary
train2305,Numerical,Numerical
train2306,Numerical,Numerical
train2307,Numerical,Numerical
train2308,Numerical,Numerical
train2309,Categorical,Numerical
train2310,Numerical,Numerical
train2311,Numerical,Numerical
train2312,Numerical,Numerical
train2313,Numerical,Numerical
train2314,Numerical,Numerical
train2315,Numerical,Categorical
train2316,Numerical,Numerical
train2317,Numerical,Categorical
train2318,Numerical,Numerical
train2319,Numerical,Numerical
train2320,Numerical,Numerical
train2321,Numerical,Numerical
train2322,Categorical,Numerical
train2323,Numerical,Numerical
train2324,Numerical,Numerical
train2325,Numerical,Numerical
train2326,Binary,Numerical
train2327,Numerical,Categorical
train2328,Numerical,Numerical
train2329,Categorical,Numerical
train2330,Numerical,Numerical
train2331,Numerical,Binary
train2332,Numerical,Binary
train2333,Categorical,Binary
train2334,Categorical,Numerical
train2335,Numerical,Numerical
train2336,Binary,Numerical
train2337,Numerical,Numerical
train2338,Numerical,Numerical
train2339,Numerical,Numerical
train2340,Numerical,Numerical
train2341,Numerical,Categorical
train2342,Categorical,Numerical
train2343,Numerical,Numerical
train2344,Numerical,Numerical
train2345,Numerical,Numerical
train2346,Numerical,Numerical
train2347,Categorical,Numerical
train2348,Numerical,Numerical
train2349,Categorical,Numerical
train2350,Numerical,Categorical
train2351,Numerical,Numerical
train2352,Numerical,Categorical
train2353,Numerical,Categorical
train2354,Binary,Numerical
train2355,Binary,Numerical
train2356,Numerical,Numerical
train2357,Binary,Numerical
train2358,Binary,Numerical
train2359,Numerical,Categorical
train2360,Numerical,Numerical
train2361,Numerical,Numerical
train2362,Numerical,Numerical
train2363,Numerical,Numerical
train2364,Numerical,Numerical
train2365,Categorical,Numerical
train2366,Numerical,Categorical
train2367,Numerical,Numerical
train2368,Numerical,Numerical
train2369,Numerical,Numerical
train2370,Numerical,Numerical
train2371,Categorical,Numerical
train2372,Binary,Numerical
train2373,Categorical,Numerical
train2374,Numerical,Numerical
train2375,Numerical,Numerical
train2376,Categorical,Numerical
train2377,Numerical,Categorical
train2378,Binary,Numerical
train2379,Numerical,Numerical
train2380,Numerical,Numerical
train2381,Categorical,Numerical
train2382,Numerical,Numerical
train2383,Numerical,Categorical
train2384,Numerical,Categorical
train2385,Numerical,Numerical
train2386,Numerical,Numerical
train2387,Numerical,Numerical
train2388,Numerical,Numerical
train2389,Numerical,Categorical
train2390,Numerical,Numerical
train2391,Numerical,Categorical
train2392,Numerical,Numerical
train2393,Numerical,Numerical
train2394,Numerical,Numerical
train2395,Numerical,Categorical
train2396,Categorical,Numerical
train2397,Numerical,Numerical
train2398,Numerical,Numerical
train2399,Binary,Numerical
train2400,Categorical,Numerical
train2401,Numerical,Numerical
train2402,Numerical,Numerical
train2403,Categorical,Categorical
train2404,Numerical,Numerical
train2405,Numerical,Numerical
train2406,Numerical,Numerical
train2407,Numerical,Numerical
train2408,Numerical,Numerical
train2409,Numerical,Numerical
train2410,Numerical,Numerical
train2411,Numerical,Numerical
train2412,Binary,Categorical
train2413,Numerical,Numerical
train2414,Numerical,Numerical
train2415,Numerical,Numerical
train2416,Numerical,Numerical
train2417,Categorical,Numerical
train2418,Numerical,Numerical
train2419,Numerical,Categorical
train2420,Categorical,Numerical
train2421,Numerical,Numerical
train2422,Numerical,Numerical
train2423,Binary,Numerical
train2424,Binary,Numerical
train2425,Binary,Numerical
train2426,Categorical,Binary
train2427,Binary,Numerical
train2428,Numerical,Numerical
train2429,Numerical,Numerical
train2430,Numerical,Numerical
train2431,Numerical,Numerical
train2432,Numerical,Numerical
train2433,Numerical,Numerical
train2434,Numerical,Categorical
train2435,Numerical,Numerical
train2436,Numerical,Numerical
train2437,Numerical,Numerical
train2438,Numerical,Numerical
train2439,Numerical,Numerical
train2440,Numerical,Numerical
train2441,Numerical,Numerical
train2442,Numerical,Numerical
train2443,Numerical,Categorical
train2444,Categorical,Numerical
train2445,Numerical,Numerical
train2446,Numerical,Numerical
train2447,Binary,Numerical
train2448,Numerical,Binary
train2449,Categorical,Numerical
train2450,Numerical,Numerical
train2451,Categorical,Numerical
train2452,Numerical,Binary
train2453,Numerical,Numerical
train2454,Numerical,Numerical
train2455,Numerical,Binary
train2456,Numerical,Numerical
train2457,Numerical,Numerical
train2458,Numerical,Numerical
train2459,Categorical,Numerical
train2460,Numerical,Numerical
train2461,Numerical,Numerical
train2462,Numerical,Categorical
train2463,Numerical,Numerical
train2464,Numerical,Binary
train2465,Numerical,Numerical
train2466,Numerical,Numerical
train2467,Categorical,Numerical
train2468,Numerical,Numerical
train2469,Numerical,Categorical
train2470,Numerical,Numerical
train2471,Categorical,Numerical
train2472,Numerical,Binary
train2473,Numerical,Numerical
train2474,Categorical,Numerical
train2475,Numerical,Numerical
train2476,Binary,Numerical
train2477,Numerical,Numerical
train2478,Numerical,Numerical
train2479,Categorical,Binary
train2480,Categorical,Numerical
train2481,Numerical,Binary
train2482,Numerical,Numerical
train2483,Numerical,Numerical
train2484,Numerical,Numerical
train2485,Numerical,Numerical
train2486,Binary,Binary
train2487,Numerical,Numerical
train2488,Numerical,Numerical
train2489,Numerical,Numerical
train2490,Binary,Numerical
train2491,Numerical,Numerical
train2492,Numerical,Numerical
train2493,Numerical,Numerical
train2494,Numerical,Binary
train2495,Numerical,Numerical
train2496,Binary,Binary
train2497,Binary,Numerical
train2498,Numerical,Numerical
train2499,Numerical,Numerical
train2500,Numerical,Categorical
train2501,Numerical,Categorical
train2502,Binary,Numerical
train2503,Numerical,Numerical
train2504,Numerical,Categorical
train2505,Numerical,Numerical
train2506,Numerical,Binary
train2507,Numerical,Numerical
train2508,Numerical,Numerical
train2509,Binary,Numerical
train2510,Numerical,Numerical
train2511,Numerical,Numerical
train2512,Numerical,Numerical
train2513,Numerical,Numerical
train2514,Categorical,Numerical
train2515,Categorical,Numerical
train2516,Binary,Numerical
train2517,Numerical,Numerical
train2518,Numerical,Categorical
train2519,Numerical,Categorical
train2520,Categorical,Numerical
train2521,Numerical,Numerical
train2522,Numerical,Binary
train2523,Numerical,Numerical
train2524,Categorical,Binary
train2525,Numerical,Binary
train2526,Numerical,Binary
train2527,Numerical,Numerical
train2528,Numerical,Numerical
train2529,Numerical,Binary
train2530,Numerical,Numerical
train2531,Numerical,Numerical
train2532,Numerical,Numerical
train2533,Numerical,Numerical
train2534,Categorical,Numerical
train2535,Numerical,Numerical
train2536,Numerical,Numerical
train2537,Numerical,Categorical
train2538,Numerical,Numerical
train2539,Numerical,Binary
train2540,Numerical,Categorical
train2541,Numerical,Binary
train2542,Numerical,Numerical
train2543,Binary,Numerical
train2544,Numerical,Numerical
train2545,Numerical,Numerical
train2546,Binary,Numerical
train2547,Numerical,Numerical
train2548,Numerical,Numerical
train2549,Numerical,Numerical
train2550,Numerical,Numerical
train2551,Numerical,Numerical
train2552,Numerical,Categorical
train2553,Numerical,Numerical
train2554,Binary,Numerical
train2555,Binary,Categorical
train2556,Numerical,Numerical
train2557,Binary,Numerical
train2558,Numerical,Numerical
train2559,Numerical,Categorical
train2560,Numerical,Numerical
train2561,Binary,Numerical
train2562,Numerical,Numerical
train2563,Numerical,Numerical
train2564,Binary,Binary
train2565,Binary,Categorical
train2566,Numerical,Binary
train2567,Numerical,Numerical
train2568,Categorical,Categorical
train2569,Numerical,Numerical
train2570,Numerical,Binary
train2571,Numerical,Numerical
train2572,Numerical,Numerical
train2573,Numerical,Numerical
train2574,Numerical,Numerical
train2575,Numerical,Numerical
train2576,Numerical,Categorical
train2577,Numerical,Numerical
train2578,Numerical,Categorical
train2579,Numerical,Numerical
train2580,Numerical,Binary
train2581,Binary,Numerical
train2582,Numerical,Numerical
train2583,Numerical,Numerical
train2584,Numerical,Numerical
train2585,Numerical,Numerical
train2586,Numerical,Numerical
train2587,Numerical,Numerical
train2588,Numerical,Numerical
train2589,Numerical,Numerical
train2590,Numerical,Numerical
train2591,Numerical,Numerical
train2592,Numerical,Numerical
train2593,Binary,Numerical
train2594,Numerical,Numerical
train2595,Numerical,Numerical
train2596,Numerical,Numerical
train2597,Numerical,Binary
train2598,Binary,Numerical
train2599,Numerical,Numerical
train2600,Numerical,Numerical
train2601,Numerical,Binary
train2602,Numerical,Numerical
train2603,Numerical,Binary
train2604,Numerical,Categorical
train2605,Numerical,Numerical
train2606,Numerical,Numerical
train2607,Numerical,Numerical
train2608,Categorical,Numerical
train2609,Numerical,Binary
train2610,Numerical,Binary
train2611,Binary,Numerical
train2612,Numerical,Numerical
train2613,Binary,Binary
train2614,Numerical,Numerical
train2615,Numerical,Binary
train2616,Numerical,Numerical
train2617,Numerical,Numerical
train2618,Categorical,Numerical
train2619,Numerical,Numerical
train2620,Categorical,Numerical
train2621,Numerical,Numerical
train2622,Binary,Numerical
train2623,Categorical,Categorical
train2624,Numerical,Categorical
train2625,Binary,Numerical
train2626,Numerical,Numerical
train2627,Numerical,Numerical
train2628,Numerical,Numerical
train2629,Numerical,Numerical
train2630,Numerical,Numerical
train2631,Numerical,Numerical
train2632,Binary,Numerical
train2633,Numerical,Numerical
train2634,Binary,Categorical
train2635,Numerical,Numerical
train2636,Binary,Binary
train2637,Numerical,Binary
train2638,Numerical,Numerical
train2639,Numerical,Binary
train2640,Numerical,Categorical
train2641,Binary,Numerical
train2642,Numerical,Numerical
train2643,Numerical,Numerical
train2644,Categorical,Categorical
train2645,Numerical,Categorical
train2646,Numerical,Numerical
train2647,Binary,Numerical
train2648,Numerical,Numerical
train2649,Numerical,Numerical
train2650,Numerical,Categorical
train2651,Numerical,Numerical
train2652,Numerical,Numerical
train2653,Numerical,Numerical
train2654,Numerical,Numerical
train2655,Numerical,Numerical
train2656,Numerical,Numerical
train2657,Binary,Numerical
train2658,Numerical,Numerical
train2659,Numerical,Numerical
train2660,Numerical,Binary
train2661,Numerical,Numerical
train2662,Numerical,Numerical
train2663,Categorical,Numerical
train2664,Numerical,Numerical
train2665,Numerical,Binary
train2666,Categorical,Binary
train2667,Numerical,Categorical
train2668,Binary,Categorical
train2669,Numerical,Numerical
train2670,Numerical,Categorical
train2671,Numerical,Categorical
train2672,Numerical,Categorical
train2673,Numerical,Numerical
train2674,Binary,Categorical
train2675,Numerical,Numerical
train2676,Numerical,Numerical
train2677,Numerical,Numerical
train2678,Numerical,Numerical
train2679,Numerical,Numerical
train2680,Numerical,Numerical
train2681,Numerical,Numerical
train2682,Numerical,Numerical
train2683,Binary,Numerical
train2684,Numerical,Numerical
train2685,Numerical,Numerical
train2686,Numerical,Numerical
train2687,Categorical,Numerical
train2688,Numerical,Numerical
train2689,Numerical,Categorical
train2690,Numerical,Numerical
train2691,Numerical,Numerical
train2692,Numerical,Numerical
train2693,Numerical,Categorical
train2694,Binary,Numerical
train2695,Categorical,Categorical
train2696,Categorical,Numerical
train2697,Numerical,Numerical
train2698,Binary,Numerical
train2699,Numerical,Numerical
train2700,Binary,Numerical
train2701,Numerical,Binary
train2702,Numerical,Numerical
train2703,Numerical,Numerical
train2704,Numerical,Numerical
train2705,Categorical,Numerical
train2706,Numerical,Binary
train2707,Binary,Numerical
train2708,Numerical,Numerical
train2709,Numerical,Numerical
train2710,Numerical,Numerical
train2711,Categorical,Numerical
train2712,Numerical,Numerical
train2713,Numerical,Categorical
train2714,Numerical,Categorical
train2715,Binary,Numerical
train2716,Numerical,Numerical
train2717,Numerical,Numerical
train2718,Binary,Numerical
train2719,Categorical,Numerical
train2720,Categorical,Numerical
train2721,Numerical,Numerical
train2722,Numerical,Numerical
train2723,Numerical,Numerical
train2724,Numerical,Numerical
train2725,Numerical,Numerical
train2726,Binary,Numerical
train2727,Categorical,Numerical
train2728,Numerical,Numerical
train2729,Numerical,Numerical
train2730,Numerical,Numerical
train2731,Numerical,Numerical
train2732,Binary,Numerical
train2733,Numerical,Numerical
train2734,Categorical,Numerical
train2735,Numerical,Numerical
train2736,Numerical,Categorical
train2737,Numerical,Categorical
train2738,Numerical,Numerical
train2739,Numerical,Numerical
train2740,Binary,Numerical
train2741,Numerical,Categorical
train2742,Binary,Binary
train2743,Numerical,Numerical
train2744,Numerical,Numerical
train2745,Numerical,Numerical
train2746,Categorical,Numerical
train2747,Numerical,Numerical
train2748,Numerical,Numerical
train2749,Numerical,Numerical
train2750,Numerical,Numerical
train2751,Numerical,Numerical
train2752,Numerical,Numerical
train2753,Numerical,Binary
train2754,Numerical,Binary
train2755,Numerical,Numerical
train2756,Numerical,Numerical
train2757,Numerical,Numerical
train2758,Numerical,Categorical
train2759,Numerical,Categorical
train2760,Numerical,Numerical
train2761,Binary,Numerical
train2762,Numerical,Binary
train2763,Numerical,Numerical
train2764,Numerical,Numerical
train2765,Numerical,Categorical
train2766,Numerical,Numerical
train2767,Numerical,Numerical
train2768,Binary,Numerical
train2769,Binary,Numerical
train2770,Numerical,Numerical
train2771,Numerical,Numerical
train2772,Categorical,Numerical
train2773,Numerical,Numerical
train2774,Numerical,Numerical
train2775,Binary,Numerical
train2776,Numerical,Numerical
train2777,Numerical,Numerical
train2778,Numerical,Numerical
train2779,Categorical,Numerical
train2780,Numerical,Numerical
train2781,Numerical,Numerical
train2782,Numerical,Categorical
train2783,Numerical,Numerical
train2784,Binary,Numerical
train2785,Numerical,Numerical
train2786,Categorical,Numerical
train2787,Numerical,Numerical
train2788,Numerical,Binary
train2789,Numerical,Numerical
train2790,Numerical,Numerical
train2791,Numerical,Binary
train2792,Numerical,Numerical
train2793,Binary,Categorical
train2794,Numerical,Categorical
train2795,Numerical,Binary
train2796,Numerical,Numerical
train2797,Binary,Numerical
train2798,Numerical,Numerical
train2799,Numerical,Numerical
train2800,Numerical,Numerical
train2801,Numerical,Numerical
train2802,Numerical,Binary
train2803,Numerical,Numerical
train2804,Numerical,Numerical
train2805,Numerical,Categorical
train2806,Numerical,Numerical
train2807,Categorical,Categorical
train2808,Numerical,Numerical
train2809,Numerical,Numerical
train2810,Numerical,Numerical
train2811,Binary,Numerical
train2812,Numerical,Numerical
train2813,Binary,Numerical
train2814,Numerical,Numerical
train2815,Binary,Numerical
train2816,Numerical,Numerical
train2817,Numerical,Numerical
train2818,Numerical,Numerical
train2819,Numerical,Binary
train2820,Categorical,Numerical
train2821,Numerical,Numerical
train2822,Numerical,Numerical
train2823,Numerical,Numerical
train2824,Numerical,Numerical
train2825,Numerical,Numerical
train2826,Numerical,Numerical
train2827,Numerical,Numerical
train2828,Numerical,Categorical
train2829,Numerical,Numerical
train2830,Numerical,Numerical
train2831,Binary,Numerical
train2832,Numerical,Numerical
train2833,Numerical,Numerical
train2834,Numerical,Numerical
train2835,Numerical,Categorical
train2836,Numerical,Numerical
train2837,Categorical,Numerical
train2838,Categorical,Numerical
train2839,Binary,Numerical
train2840,Numerical,Numerical
train2841,Numerical,Numerical
train2842,Categorical,Binary
train2843,Numerical,Numerical
train2844,Numerical,Numerical
train2845,Numerical,Numerical
train2846,Numerical,Numerical
train2847,Numerical,Numerical
train2848,Numerical,Numerical
train2849,Numerical,Categorical
train2850,Numerical,Numerical
train2851,Categorical,Binary
train2852,Numerical,Categorical
train2853,Numerical,Categorical
train2854,Numerical,Numerical
train2855,Numerical,Binary
train2856,Categorical,Numerical
train2857,Numerical,Numerical
train2858,Numerical,Numerical
train2859,Binary,Binary
train2860,Numerical,Categorical
train2861,Numerical,Binary
train2862,Numerical,Numerical
train2863,Binary,Numerical
train2864,Numerical,Numerical
train2865,Numerical,Numerical
train2866,Numerical,Binary
train2867,Categorical,Numerical
train2868,Numerical,Numerical
train2869,Numerical,Numerical
train2870,Numerical,Categorical
train2871,Numerical,Numerical
train2872,Categorical,Numerical
train2873,Binary,Binary
train2874,Numerical,Numerical
train2875,Numerical,Numerical
train2876,Numerical,Numerical
train2877,Numerical,Numerical
train2878,Numerical,Numerical
train2879,Numerical,Numerical
train2880,Numerical,Binary
train2881,Numerical,Numerical
train2882,Numerical,Numerical
train2883,Categorical,Numerical
train2884,Numerical,Numerical
train2885,Numerical,Categorical
train2886,Numerical,Numerical
train2887,Numerical,Numerical
train2888,Numerical,Numerical
train2889,Binary,Numerical
train2890,Categorical,Categorical
train2891,Numerical,Binary
train2892,Binary,Numerical
train2893,Numerical,Categorical
train2894,Numerical,Numerical
train2895,Numerical,Numerical
train2896,Numerical,Categorical
train2897,Numerical,Numerical
train2898,Numerical,Numerical
train2899,Numerical,Numerical
train2900,Numerical,Numerical
train2901,Numerical,Numerical
train2902,Categorical,Numerical
train2903,Numerical,Numerical
train2904,Numerical,Numerical
train2905,Binary,Binary
train2906,Numerical,Numerical
train2907,Numerical,Numerical
train2908,Binary,Categorical
train2909,Numerical,Numerical
train2910,Numerical,Categorical
train2911,Categorical,Numerical
train2912,Numerical,Numerical
train2913,Numerical,Numerical
train2914,Binary,Numerical
train2915,Numerical,Numerical
train2916,Numerical,Numerical
train2917,Numerical,Numerical
train2918,Binary,Categorical
train2919,Numerical,Numerical
train2920,Numerical,Binary
train2921,Numerical,Numerical
train2922,Numerical,Numerical
train2923,Numerical,Numerical
train2924,Numerical,Numerical
train2925,Numerical,Numerical
train2926,Categorical,Categorical
train2927,Numerical,Categorical
train2928,Numerical,Numerical
train2929,Numerical,Numerical
train2930,Binary,Numerical
train2931,Numerical,Numerical
train2932,Numerical,Numerical
train2933,Numerical,Numerical
train2934,Numerical,Numerical
train2935,Numerical,Numerical
train2936,Binary,Numerical
train2937,Numerical,Numerical
train2938,Numerical,Numerical
train2939,Numerical,Numerical
train2940,Numerical,Numerical
train2941,Numerical,Numerical
train2942,Numerical,Numerical
train2943,Numerical,Numerical
train2944,Numerical,Numerical
train2945,Numerical,Numerical
train2946,Numerical,Numerical
train2947,Categorical,Numerical
train2948,Numerical,Numerical
train2949,Numerical,Binary
train2950,Numerical,Numerical
train2951,Numerical,Binary
train2952,Numerical,Numerical
train2953,Numerical,Categorical
train2954,Numerical,Numerical
train2955,Categorical,Numerical
train2956,Numerical,Numerical
train2957,Numerical,Categorical
train2958,Numerical,Numerical
train2959,Numerical,Numerical
train2960,Numerical,Numerical
train2961,Numerical,Numerical
train2962,Numerical,Categorical
train2963,Numerical,Numerical
train2964,Numerical,Numerical
train2965,Numerical,Categorical
train2966,Numerical,Numerical
train2967,Numerical,Numerical
train2968,Numerical,Categorical
train2969,Numerical,Numerical
train2970,Numerical,Binary
train2971,Numerical,Numerical
train2972,Categorical,Numerical
train2973,Binary,Categorical
train2974,Numerical,Numerical
train2975,Categorical,Binary
train2976,Numerical,Numerical
train2977,Numerical,Categorical
train2978,Numerical,Numerical
train2979,Numerical,Numerical
train2980,Numerical,Numerical
train2981,Numerical,Numerical
train2982,Binary,Numerical
train2983,Numerical,Categorical
train2984,Binary,Numerical
train2985,Numerical,Numerical
train2986,Numerical,Numerical
train2987,Numerical,Numerical
train2988,Numerical,Numerical
train2989,Categorical,Numerical
train2990,Numerical,Numerical
train2991,Binary,Numerical
train2992,Numerical,Numerical
train2993,Numerical,Numerical
train2994,Numerical,Numerical
train2995,Numerical,Categorical
train2996,Binary,Numerical
train2997,Numerical,Numerical
train2998,Binary,Categorical
train2999,Categorical,Numerical
train3000,Numerical,Numerical
train3001,Binary,Numerical
train3002,Numerical,Numerical
train3003,Numerical,Numerical
train3004,Binary,Categorical
train3005,Numerical,Numerical
train3006,Numerical,Numerical
train3007,Numerical,Numerical
train3008,Binary,Binary
train3009,Categorical,Numerical
train3010,Numerical,Numerical
train3011,Binary,Numerical
train3012,Categorical,Binary
train3013,Numerical,Numerical
train3014,Numerical,Numerical
train3015,Numerical,Numerical
train3016,Numerical,Numerical
train3017,Numerical,Numerical
train3018,Numerical,Numerical
train3019,Numerical,Numerical
train3020,Numerical,Numerical
train3021,Numerical,Numerical
train3022,Numerical,Numerical
train3023,Numerical,Categorical
train3024,Binary,Numerical
train3025,Numerical,Numerical
train3026,Numerical,Numerical
train3027,Numerical,Numerical
train3028,Categorical,Numerical
train3029,Numerical,Binary
train3030,Numerical,Numerical
train3031,Numerical,Categorical
train3032,Numerical,Binary
train3033,Binary,Numerical
train3034,Numerical,Numerical
train3035,Numerical,Numerical
train3036,Numerical,Numerical
train3037,Numerical,Numerical
train3038,Numerical,Binary
train3039,Numerical,Numerical
train3040,Numerical,Numerical
train3041,Numerical,Numerical
train3042,Categorical,Numerical
train3043,Numerical,Numerical
train3044,Numerical,Numerical
train3045,Numerical,Numerical
train3046,Numerical,Binary
train3047,Numerical,Numerical
train3048,Numerical,Numerical
train3049,Numerical,Categorical
train3050,Numerical,Numerical
train3051,Categorical,Numerical
train3052,Numerical,Numerical
train3053,Numerical,Binary
train3054,Numerical,Numerical
train3055,Numerical,Categorical
train3056,Numerical,Numerical
train3057,Numerical,Numerical
train3058,Numerical,Numerical
train3059,Numerical,Numerical
train3060,Categorical,Categorical
train3061,Numerical,Binary
train3062,Categorical,Numerical
train3063,Numerical,Numerical
train3064,Numerical,Binary
train3065,Categorical,Categorical
train3066,Binary,Numerical
train3067,Numerical,Numerical
train3068,Numerical,Numerical
train3069,Numerical,Categorical
train3070,Numerical,Numerical
train3071,Numerical,Numerical
train3072,Numerical,Binary
train3073,Numerical,Numerical
train3074,Categorical,Numerical
train3075,Numerical,Numerical
train3076,Numerical,Numerical
train3077,Numerical,Numerical
train3078,Numerical,Numerical
train3079,Categorical,Numerical
train3080,Numerical,Numerical
train3081,Binary,Numerical
train3082,Numerical,Binary
train3083,Categorical,Numerical
train3084,Numerical,Numerical
train3085,Numerical,Numerical
train3086,Numerical,Categorical
train3087,Numerical,Numerical
train3088,Numerical,Numerical
train3089,Binary,Numerical
train3090,Numerical,Numerical
train3091,Numerical,Numerical
train3092,Numerical,Numerical
train3093,Binary,Binary
train3094,Categorical,Categorical
train3095,Numerical,Binary
train3096,Numerical,Numerical
train3097,Binary,Numerical
train3098,Numerical,Numerical
train3099,Numerical,Numerical
train3100,Numerical,Numerical
train3101,Numerical,Numerical
train3102,Numerical,Numerical
train3103,Numerical,Binary
train3104,Numerical,Numerical
train3105,Categorical,Categorical
train3106,Categorical,Binary
train3107,Numerical,Numerical
train3108,Numerical,Numerical
train3109,Categorical,Numerical
train3110,Numerical,Numerical
train3111,Numerical,Numerical
train3112,Numerical,Numerical
train3113,Numerical,Numerical
train3114,Numerical,Numerical
train3115,Numerical,Numerical
train3116,Categorical,Categorical
train3117,Numerical,Numerical
