SampleID,A type,B type,RealData [yes=1]
train1835,Numerical,Numerical,1
train1836,Numerical,Categorical,0
train1837,Numerical,Categorical,0
train1838,Numerical,Numerical,0
train1839,Numerical,Numerical,0
train1840,Numerical,Numerical,0
train1841,Numerical,Numerical,0
train1842,Numerical,Categorical,1
train1843,Numerical,Numerical,0
train1844,Numerical,Numerical,0
train1845,Numerical,Categorical,0
train1846,Numerical,Numerical,0
train1847,Binary,Numerical,0
train1848,Numerical,Binary,0
train1849,Numerical,Binary,0
train1850,Numerical,Binary,0
train1851,Numerical,Numerical,0
train1852,Numerical,Numerical,1
train1853,Numerical,Binary,0
train1854,Binary,Numerical,0
train1855,Numerical,Numerical,0
train1856,Numerical,Numerical,0
train1857,Numerical,Numerical,0
train1858,Numerical,Numerical,0
train1859,Categorical,Numerical,1
train1860,Numerical,Binary,0
train1861,Numerical,Numerical,0
train1862,Numerical,Binary,0
train1863,Numerical,Numerical,1
train1864,Numerical,Numerical,0
train1865,Numerical,Numerical,0
train1866,Categorical,Numerical,0
train1867,Categorical,Numerical,0
train1868,Numerical,Numerical,0
train1869,Numerical,Numerical,0
train1870,Categorical,Binary,0
train1871,Numerical,Numerical,0
train1872,Numerical,Numerical,1
train1873,Numerical,Numerical,0
train1874,Numerical,Numerical,0
train1875,Numerical,Numerical,0
train1876,Numerical,Numerical,1
train1877,Numerical,Binary,0
train1878,Categorical,Categorical,0
train1879,Numerical,Numerical,0
train1880,Numerical,Numerical,0
train1881,Numerical,Binary,0
train1882,Categorical,Numerical,0
train1883,Categorical,Numerical,0
train1884,Numerical,Numerical,0
train1885,Numerical,Numerical,1
train1886,Numerical,Numerical,0
train1887,Numerical,Numerical,1
train1888,Numerical,Numerical,0
train1889,Numerical,Binary,0
train1890,Numerical,Numerical,1
train1891,Numerical,Numerical,0
train1892,Numerical,Binary,0
train1893,Binary,Numerical,0
train1894,Numerical,Categorical,0
train1895,Numerical,Numerical,0
train1896,Numerical,Numerical,0
train1897,Categorical,Numerical,0
train1898,Numerical,Numerical,0
train1899,Numerical,Numerical,0
train1900,Categorical,Numerical,1
train1901,Categorical,Numerical,0
train1902,Numerical,Numerical,0
train1903,Numerical,Numerical,0
train1904,Categorical,Categorical,1
train1905,Categorical,Numerical,0
train1906,Categorical,Binary,0
train1907,Numerical,Binary,0
train1908,Categorical,Numerical,0
train1909,Categorical,Numerical,0
train1910,Numerical,Numerical,0
train1911,Numerical,Numerical,1
train1912,Numerical,Numerical,0
train1913,Numerical,Numerical,0
train1914,Categorical,Numerical,1
train1915,Numerical,Categorical,0
train1916,Numerical,Categorical,0
train1917,Numerical,Binary,0
train1918,Numerical,Numerical,1
train1919,Numerical,Numerical,0
train1920,Numerical,Numerical,0
train1921,Numerical,Numerical,0
train1922,Numerical,Numerical,0
train1923,Numerical,Numerical,0
train1924,Categorical,Categorical,0
train1925,Numerical,Numerical,0
train1926,Numerical,Binary,0
train1927,Numerical,Numerical,0
train1928,Numerical,Numerical,0
train1929,Numerical,Numerical,1
train1930,Numerical,Binary,0
train1931,Numerical,Numerical,0
train1932,Numerical,Numerical,0
train1933,Numerical,Numerical,0
train1934,Categorical,Numerical,1
train1935,Numerical,Numerical,0
train1936,Numerical,Numerical,1
train1937,Numerical,Numerical,1
train1938,Numerical,Numerical,0
train1939,Numerical,Categorical,0
train1940,Numerical,Numerical,0
train1941,Numerical,Numerical,0
train1942,Numerical,Numerical,0
train1943,Numerical,Categorical,0
train1944,Numerical,Categorical,0
train1945,Numerical,Binary,0
train1946,Numerical,Numerical,0
train1947,Numerical,Numerical,0
train1948,Numerical,Numerical,0
train1949,Numerical,Numerical,0
train1950,Numerical,Numerical,0
train1951,Numerical,Categorical,1
train1952,Numerical,Numerical,1
train1953,Numerical,Numerical,0
train1954,Numerical,Binary,0
train1955,Numerical,Numerical,0
train1956,Numerical,Numerical,0
train1957,Numerical,Categorical,0
train1958,Binary,Categorical,1
train1959,Numerical,Categorical,1
train1960,Numerical,Numerical,1
train1961,Numerical,Numerical,0
train1962,Numerical,Binary,0
train1963,Binary,Numerical,0
train1964,Categorical,Numerical,0
train1965,Categorical,Numerical,0
train1966,Categorical,Binary,0
train1967,Numerical,Numerical,0
train1968,Numerical,Numerical,0
train1969,Binary,Numerical,0
train1970,Numerical,Numerical,1
train1971,Numerical,Numerical,0
train1972,Numerical,Categorical,0
train1973,Numerical,Numerical,1
train1974,Categorical,Binary,0
train1975,Numerical,Binary,0
train1976,Numerical,Numerical,0
train1977,Numerical,Numerical,0
train1978,Numerical,Numerical,0
train1979,Categorical,Numerical,0
train1980,Numerical,Numerical,0
train1981,Categorical,Categorical,1
train1982,Numerical,Numerical,0
train1983,Numerical,Numerical,0
train1984,Numerical,Binary,0
train1985,Categorical,Numerical,0
train1986,Numerical,Numerical,0
train1987,Numerical,Categorical,1
train1988,Categorical,Numerical,0
train1989,Numerical,Numerical,0
train1990,Numerical,Numerical,0
train1991,Numerical,Numerical,0
train1992,Numerical,Numerical,1
train1993,Numerical,Categorical,0
train1994,Numerical,Categorical,0
train1995,Numerical,Numerical,1
train1996,Categorical,Numerical,0
train1997,Numerical,Numerical,0
train1998,Numerical,Numerical,0
train1999,Categorical,Numerical,1
train2000,Numerical,Numerical,0
train2001,Numerical,Binary,0
train2002,Numerical,Numerical,0
train2003,Numerical,Numerical,1
train2004,Numerical,Numerical,0
train2005,Numerical,Binary,0
train2006,Numerical,Numerical,0
train2007,Numerical,Numerical,0
train2008,Numerical,Categorical,0
train2009,Binary,Numerical,1
train2010,Numerical,Numerical,0
train2011,Numerical,Numerical,0
train2012,Numerical,Numerical,1
train2013,Numerical,Numerical,0
train2014,Categorical,Numerical,0
train2015,Numerical,Numerical,0
train2016,Numerical,Numerical,0
train2017,Binary,Numerical,0
train2018,Binary,Categorical,0
train2019,Numerical,Numerical,0
train2020,Numerical,Numerical,0
train2021,Binary,Numerical,0
train2022,Numerical,Numerical,0
train2023,Numerical,Numerical,0
train2024,Numerical,Numerical,0
train2025,Numerical,Numerical,0
train2026,Categorical,Categorical,0
train2027,Numerical,Numerical,0
train2028,Binary,Binary,0
train2029,Numerical,Numerical,0
train2030,Numerical,Binary,0
train2031,Numerical,Numerical,0
train2032,Numerical,Numerical,0
train2033,Numerical,Numerical,0
train2034,Categorical,Binary,0
train2035,Numerical,Numerical,0
train2036,Numerical,Numerical,0
train2037,Binary,Numerical,0
train2038,Categorical,Numerical,0
train2039,Numerical,Numerical,1
train2040,Numerical,Numerical,0
train2041,Binary,Numerical,0
train2042,Numerical,Numerical,0
train2043,Numerical,Numerical,0
train2044,Numerical,Binary,0
train2045,Binary,Numerical,0
train2046,Numerical,Binary,0
train2047,Binary,Numerical,0
train2048,Numerical,Numerical,0
train2049,Categorical,Numerical,0
train2050,Numerical,Categorical,0
train2051,Numerical,Numerical,1
train2052,Numerical,Categorical,0
train2053,Numerical,Numerical,0
train2054,Numerical,Numerical,0
train2055,Categorical,Numerical,0
train2056,Categorical,Numerical,0
train2057,Binary,Numerical,0
train2058,Binary,Numerical,0
train2059,Numerical,Numerical,0
train2060,Numerical,Numerical,0
train2061,Numerical,Binary,0
train2062,Numerical,Numerical,0
train2063,Numerical,Numerical,0
train2064,Numerical,Numerical,0
train2065,Numerical,Numerical,0
train2066,Numerical,Numerical,1
train2067,Numerical,Numerical,0
train2068,Numerical,Numerical,1
train2069,Numerical,Categorical,0
train2070,Numerical,Categorical,0
train2071,Numerical,Numerical,0
train2072,Numerical,Categorical,0
train2073,Numerical,Numerical,0
train2074,Categorical,Categorical,1
train2075,Numerical,Numerical,0
train2076,Categorical,Numerical,1
train2077,Numerical,Numerical,1
train2078,Numerical,Numerical,0
train2079,Binary,Numerical,0
train2080,Numerical,Numerical,0
train2081,Numerical,Numerical,0
train2082,Numerical,Numerical,1
train2083,Categorical,Numerical,0
train2084,Numerical,Categorical,0
train2085,Numerical,Numerical,0
train2086,Binary,Numerical,1
train2087,Numerical,Numerical,0
train2088,Numerical,Numerical,1
train2089,Binary,Numerical,0
train2090,Numerical,Numerical,0
train2091,Categorical,Numerical,0
train2092,Numerical,Numerical,0
train2093,Categorical,Numerical,0
train2094,Numerical,Numerical,0
train2095,Numerical,Numerical,0
train2096,Binary,Numerical,0
train2097,Numerical,Numerical,0
train2098,Numerical,Numerical,0
train2099,Numerical,Numerical,1
train2100,Numerical,Numerical,0
train2101,Categorical,Numerical,1
train2102,Binary,Binary,0
train2103,Numerical,Numerical,0
train2104,Numerical,Categorical,0
train2105,Numerical,Numerical,0
train2106,Numerical,Categorical,0
train2107,Numerical,Numerical,0
train2108,Numerical,Binary,0
train2109,Numerical,Numerical,0
train2110,Categorical,Numerical,0
train2111,Numerical,Categorical,0
train2112,Numerical,Numerical,0
train2113,Numerical,Numerical,0
train2114,Categorical,Numerical,0
train2115,Numerical,Numerical,0
train2116,Numerical,Numerical,0
train2117,Categorical,Numerical,0
train2118,Numerical,Numerical,0
train2119,Numerical,Categorical,0
train2120,Categorical,Numerical,0
train2121,Numerical,Numerical,0
train2122,Numerical,Numerical,0
train2123,Numerical,Numerical,0
train2124,Numerical,Categorical,0
train2125,Numerical,Numerical,1
train2126,Numerical,Numerical,0
train2127,Numerical,Numerical,0
train2128,Binary,Numerical,0
train2129,Numerical,Numerical,0
train2130,Numerical,Numerical,0
train2131,Binary,Numerical,0
train2132,Numerical,Numerical,0
train2133,Binary,Numerical,0
train2134,Numerical,Numerical,0
train2135,Numerical,Numerical,0
train2136,Binary,Binary,0
train2137,Numerical,Numerical,0
train2138,Numerical,Numerical,1
train2139,Numerical,Binary,0
train2140,Numerical,Numerical,1
train2141,Numerical,Numerical,0
train2142,Numerical,Binary,1
train2143,Numerical,Numerical,0
train2144,Numerical,Numerical,0
train2145,Categorical,Numerical,1
train2146,Numerical,Numerical,0
train2147,Numerical,Categorical,0
train2148,Binary,Numerical,0
train2149,Numerical,Numerical,0
train2150,Binary,Numerical,0
train2151,Numerical,Numerical,0
train2152,Numerical,Numerical,0
train2153,Numerical,Numerical,0
train2154,Categorical,Numerical,0
train2155,Numerical,Numerical,0
train2156,Categorical,Categorical,0
train2157,Numerical,Categorical,0
train2158,Numerical,Numerical,0
train2159,Numerical,Binary,0
train2160,Numerical,Numerical,0
train2161,Numerical,Binary,0
train2162,Numerical,Numerical,0
train2163,Categorical,Numerical,0
train2164,Numerical,Numerical,0
train2165,Numerical,Binary,0
train2166,Numerical,Numerical,0
train2167,Numerical,Numerical,0
train2168,Categorical,Numerical,0
train2169,Numerical,Numerical,0
train2170,Numerical,Numerical,0
train2171,Numerical,Numerical,0
train2172,Numerical,Binary,0
train2173,Numerical,Numerical,0
train2174,Numerical,Numerical,0
train2175,Binary,Categorical,0
train2176,Categorical,Categorical,0
train2177,Numerical,Categorical,0
train2178,Numerical,Numerical,1
train2179,Numerical,Numerical,0
train2180,Numerical,Binary,0
train2181,Numerical,Binary,0
train2182,Numerical,Numerical,0
train2183,Binary,Categorical,0
train2184,Categorical,Numerical,0
train2185,Numerical,Categorical,1
train2186,Numerical,Numerical,0
train2187,Numerical,Numerical,0
train2188,Numerical,Numerical,0
train2189,Numerical,Numerical,0
train2190,Numerical,Categorical,0
train2191,Numerical,Numerical,0
train2192,Categorical,Numerical,0
train2193,Numerical,Numerical,1
train2194,Numerical,Binary,0
train2195,Numerical,Binary,0
train2196,Numerical,Numerical,0
train2197,Binary,Binary,0
train2198,Numerical,Categorical,0
train2199,Numerical,Numerical,0
train2200,Numerical,Numerical,1
train2201,Binary,Numerical,0
train2202,Numerical,Numerical,0
train2203,Numerical,Categorical,0
train2204,Binary,Numerical,0
train2205,Binary,Numerical,0
train2206,Numerical,Numerical,0
train2207,Numerical,Numerical,0
train2208,Numerical,Numerical,0
train2209,Numerical,Numerical,1
train2210,Numerical,Numerical,1
train2211,Numerical,Numerical,1
train2212,Numerical,Numerical,0
train2213,Numerical,Numerical,0
train2214,Numerical,Numerical,1
train2215,Numerical,Numerical,0
train2216,Binary,Numerical,0
train2217,Numerical,Numerical,0
train2218,Numerical,Categorical,0
train2219,Numerical,Numerical,0
train2220,Binary,Numerical,0
train2221,Categorical,Numerical,0
train2222,Numerical,Numerical,0
train2223,Numerical,Numerical,0
train2224,Numerical,Categorical,0
train2225,Numerical,Binary,0
train2226,Categorical,Numerical,0
train2227,Numerical,Binary,0
train2228,Categorical,Numerical,1
train2229,Numerical,Numerical,0
train2230,Categorical,Binary,0
train2231,Numerical,Numerical,0
train2232,Numerical,Numerical,1
train2233,Numerical,Numerical,0
train2234,Numerical,Numerical,0
train2235,Numerical,Numerical,0
train2236,Numerical,Numerical,0
train2237,Numerical,Numerical,0
train2238,Numerical,Numerical,0
train2239,Numerical,Numerical,0
train2240,Binary,Categorical,0
train2241,Numerical,Numerical,0
train2242,Numerical,Numerical,0
train2243,Numerical,Numerical,0
train2244,Binary,Numerical,0
train2245,Numerical,Numerical,0
train2246,Numerical,Numerical,0
train2247,Numerical,Binary,0
train2248,Numerical,Binary,1
train2249,Numerical,Numerical,0
train2250,Numerical,Numerical,0
train2251,Categorical,Numerical,0
train2252,Numerical,Numerical,1
train2253,Numerical,Numerical,0
train2254,Numerical,Numerical,0
train2255,Numerical,Numerical,1
train2256,Numerical,Numerical,0
train2257,Numerical,Numerical,0
train2258,Numerical,Numerical,0
train2259,Categorical,Numerical,0
train2260,Numerical,Categorical,1
train2261,Numerical,Binary,0
train2262,Numerical,Numerical,0
train2263,Binary,Numerical,0
train2264,Binary,Numerical,0
train2265,Numerical,Numerical,0
train2266,Binary,Numerical,0
train2267,Numerical,Binary,0
train2268,Numerical,Categorical,0
train2269,Numerical,Categorical,0
train2270,Binary,Numerical,0
train2271,Categorical,Numerical,0
train2272,Binary,Numerical,0
train2273,Numerical,Numerical,0
train2274,Numerical,Numerical,0
train2275,Numerical,Binary,0
train2276,Numerical,Binary,0
train2277,Categorical,Numerical,0
train2278,Categorical,Categorical,0
train2279,Numerical,Numerical,1
train2280,Numerical,Numerical,1
train2281,Categorical,Numerical,0
train2282,Numerical,Numerical,0
train2283,Numerical,Numerical,0
train2284,Numerical,Numerical,1
train2285,Numerical,Numerical,1
train2286,Numerical,Numerical,0
train2287,Numerical,Binary,1
train2288,Numerical,Numerical,0
train2289,Numerical,Numerical,1
train2290,Categorical,Categorical,0
train2291,Numerical,Numerical,0
train2292,Numerical,Numerical,0
train2293,Numerical,Numerical,0
train2294,Binary,Numerical,0
train2295,Categorical,Numerical,0
train2296,Numerical,Categorical,0
train2297,Numerical,Numerical,0
train2298,Numerical,Numerical,0
train2299,Binary,Numerical,0
train2300,Categorical,Numerical,0
train2301,Numerical,Categorical,0
train2302,Numerical,Numerical,0
train2303,Binary,Numerical,0
train2304,Numerical,Numerical,0
train2305,Numerical,Numerical,0
train2306,Binary,Numerical,0
train2307,Numerical,Categorical,1
train2308,Numerical,Numerical,0
train2309,Numerical,Numerical,0
train2310,Binary,Numerical,0
train2311,Numerical,Numerical,0
train2312,Numerical,Numerical,1
train2313,Numerical,Categorical,0
train2314,Binary,Numerical,0
train2315,Numerical,Numerical,0
train2316,Numerical,Numerical,1
train2317,Categorical,Numerical,0
train2318,Binary,Numerical,0
train2319,Binary,Numerical,0
train2320,Numerical,Binary,0
train2321,Binary,Categorical,0
train2322,Numerical,Numerical,1
train2323,Categorical,Numerical,0
train2324,Binary,Categorical,0
train2325,Numerical,Numerical,0
train2326,Numerical,Binary,0
train2327,Numerical,Numerical,0
train2328,Binary,Numerical,0
train2329,Numerical,Numerical,0
train2330,Numerical,Numerical,0
train2331,Numerical,Binary,0
train2332,Numerical,Numerical,0
train2333,Numerical,Binary,0
train2334,Categorical,Numerical,0
train2335,Numerical,Numerical,0
train2336,Binary,Binary,0
train2337,Binary,Categorical,0
train2338,Categorical,Numerical,0
train2339,Categorical,Numerical,0
train2340,Numerical,Numerical,0
train2341,Numerical,Numerical,0
train2342,Numerical,Binary,0
train2343,Numerical,Numerical,0
train2344,Binary,Numerical,0
train2345,Categorical,Binary,1
train2346,Numerical,Categorical,1
train2347,Numerical,Numerical,1
train2348,Binary,Numerical,0
train2349,Numerical,Numerical,0
train2350,Categorical,Numerical,0
train2351,Numerical,Numerical,0
train2352,Binary,Numerical,0
train2353,Numerical,Categorical,0
train2354,Categorical,Numerical,0
train2355,Numerical,Numerical,0
train2356,Numerical,Numerical,0
train2357,Numerical,Numerical,0
train2358,Categorical,Numerical,0
train2359,Numerical,Numerical,0
train2360,Categorical,Binary,0
train2361,Numerical,Categorical,1
train2362,Categorical,Numerical,0
train2363,Numerical,Numerical,0
train2364,Numerical,Numerical,0
train2365,Numerical,Numerical,0
train2366,Numerical,Numerical,0
train2367,Numerical,Numerical,0
train2368,Numerical,Numerical,1
train2369,Numerical,Numerical,0
train2370,Categorical,Numerical,0
train2371,Numerical,Numerical,0
train2372,Numerical,Numerical,0
train2373,Numerical,Numerical,0
train2374,Numerical,Numerical,0
train2375,Categorical,Categorical,1
train2376,Numerical,Numerical,0
train2377,Numerical,Numerical,0
train2378,Numerical,Numerical,0
train2379,Numerical,Numerical,0
train2380,Numerical,Binary,0
train2381,Numerical,Numerical,0
train2382,Numerical,Numerical,0
train2383,Numerical,Categorical,0
train2384,Numerical,Numerical,0
train2385,Numerical,Numerical,0
train2386,Numerical,Numerical,1
train2387,Numerical,Numerical,0
train2388,Numerical,Numerical,0
train2389,Categorical,Numerical,0
train2390,Numerical,Numerical,0
train2391,Numerical,Numerical,0
train2392,Numerical,Categorical,0
train2393,Numerical,Numerical,1
train2394,Numerical,Numerical,1
train2395,Binary,Numerical,0
train2396,Categorical,Numerical,0
train2397,Numerical,Numerical,0
train2398,Numerical,Categorical,0
train2399,Numerical,Numerical,0
train2400,Numerical,Numerical,0
train2401,Numerical,Numerical,0
train2402,Numerical,Numerical,0
train2403,Numerical,Numerical,0
train2404,Numerical,Numerical,0
train2405,Numerical,Numerical,1
train2406,Numerical,Numerical,0
train2407,Numerical,Categorical,0
train2408,Numerical,Categorical,0
train2409,Numerical,Numerical,0
train2410,Binary,Categorical,0
train2411,Numerical,Numerical,0
train2412,Categorical,Binary,0
train2413,Numerical,Numerical,0
train2414,Numerical,Numerical,0
train2415,Numerical,Numerical,0
train2416,Binary,Numerical,0
train2417,Numerical,Numerical,0
train2418,Numerical,Numerical,0
train2419,Numerical,Numerical,0
train2420,Numerical,Numerical,0
train2421,Numerical,Numerical,0
train2422,Numerical,Numerical,1
train2423,Numerical,Numerical,0
train2424,Numerical,Numerical,0
train2425,Binary,Numerical,0
train2426,Numerical,Categorical,1
train2427,Binary,Numerical,0
train2428,Numerical,Numerical,1
train2429,Numerical,Numerical,1
train2430,Numerical,Numerical,0
train2431,Binary,Binary,0
train2432,Numerical,Numerical,0
train2433,Numerical,Categorical,0
train2434,Numerical,Numerical,1
train2435,Numerical,Numerical,0
train2436,Numerical,Numerical,1
train2437,Numerical,Numerical,0
train2438,Numerical,Numerical,0
train2439,Numerical,Numerical,0
train2440,Binary,Numerical,0
train2441,Numerical,Categorical,0
train2442,Numerical,Categorical,0
train2443,Categorical,Numerical,1
train2444,Numerical,Numerical,0
train2445,Numerical,Numerical,0
train2446,Numerical,Numerical,0
train2447,Numerical,Numerical,0
train2448,Numerical,Categorical,0
train2449,Binary,Binary,0
train2450,Numerical,Numerical,0
train2451,Numerical,Numerical,0
train2452,Numerical,Categorical,0
train2453,Numerical,Numerical,0
train2454,Numerical,Numerical,0
train2455,Numerical,Numerical,0
train2456,Numerical,Numerical,1
train2457,Binary,Binary,0
train2458,Numerical,Numerical,0
train2459,Numerical,Numerical,1
train2460,Numerical,Numerical,1
train2461,Numerical,Numerical,0
train2462,Binary,Numerical,0
train2463,Binary,Numerical,0
train2464,Numerical,Categorical,0
train2465,Numerical,Numerical,0
train2466,Categorical,Numerical,0
train2467,Numerical,Numerical,0
train2468,Numerical,Categorical,0
train2469,Numerical,Numerical,0
train2470,Numerical,Numerical,0
train2471,Numerical,Numerical,0
train2472,Binary,Numerical,0
train2473,Numerical,Numerical,0
train2474,Numerical,Numerical,0
train2475,Numerical,Numerical,0
train2476,Numerical,Numerical,0
train2477,Categorical,Categorical,0
train2478,Numerical,Numerical,0
train2479,Numerical,Categorical,0
train2480,Numerical,Numerical,0
train2481,Numerical,Binary,0
train2482,Numerical,Numerical,0
train2483,Numerical,Categorical,0
train2484,Numerical,Binary,0
train2485,Numerical,Numerical,0
train2486,Numerical,Numerical,0
train2487,Numerical,Numerical,0
train2488,Numerical,Numerical,0
train2489,Numerical,Numerical,0
train2490,Numerical,Numerical,1
train2491,Numerical,Numerical,1
train2492,Categorical,Binary,0
train2493,Numerical,Numerical,0
train2494,Binary,Numerical,0
train2495,Numerical,Numerical,0
train2496,Numerical,Numerical,1
train2497,Binary,Categorical,0
train2498,Numerical,Numerical,0
train2499,Numerical,Binary,0
train2500,Numerical,Binary,0
train2501,Numerical,Binary,0
train2502,Numerical,Numerical,0
train2503,Numerical,Numerical,0
train2504,Numerical,Numerical,0
train2505,Numerical,Numerical,1
train2506,Categorical,Numerical,0
train2507,Numerical,Numerical,0
train2508,Categorical,Categorical,0
train2509,Numerical,Categorical,0
train2510,Numerical,Numerical,0
train2511,Numerical,Numerical,1
train2512,Numerical,Numerical,1
train2513,Numerical,Numerical,1
train2514,Numerical,Numerical,0
train2515,Numerical,Numerical,0
train2516,Numerical,Numerical,0
train2517,Numerical,Numerical,0
train2518,Numerical,Numerical,0
train2519,Numerical,Categorical,0
train2520,Numerical,Binary,0
train2521,Categorical,Numerical,0
train2522,Numerical,Numerical,0
train2523,Numerical,Numerical,0
train2524,Categorical,Numerical,0
train2525,Numerical,Numerical,0
train2526,Categorical,Numerical,0
train2527,Numerical,Numerical,1
train2528,Numerical,Numerical,1
train2529,Numerical,Numerical,0
train2530,Binary,Numerical,0
train2531,Numerical,Categorical,1
train2532,Numerical,Binary,0
train2533,Binary,Numerical,0
train2534,Binary,Numerical,0
train2535,Binary,Binary,0
train2536,Numerical,Numerical,1
train2537,Numerical,Numerical,0
train2538,Categorical,Numerical,0
train2539,Numerical,Numerical,0
train2540,Numerical,Numerical,0
train2541,Numerical,Numerical,0
train2542,Numerical,Numerical,1
train2543,Numerical,Numerical,1
train2544,Numerical,Numerical,0
train2545,Numerical,Numerical,1
train2546,Numerical,Categorical,0
train2547,Categorical,Numerical,1
train2548,Numerical,Numerical,1
train2549,Numerical,Categorical,0
train2550,Numerical,Numerical,0
train2551,Categorical,Numerical,0
train2552,Numerical,Numerical,0
train2553,Numerical,Numerical,0
train2554,Numerical,Numerical,0
train2555,Categorical,Numerical,0
train2556,Numerical,Numerical,1
train2557,Categorical,Numerical,0
train2558,Numerical,Numerical,1
train2559,Numerical,Binary,1
train2560,Categorical,Numerical,0
train2561,Numerical,Numerical,1
train2562,Binary,Numerical,1
train2563,Numerical,Numerical,0
train2564,Categorical,Numerical,0
train2565,Numerical,Numerical,0
train2566,Numerical,Numerical,0
train2567,Numerical,Numerical,0
train2568,Numerical,Numerical,0
train2569,Numerical,Numerical,1
train2570,Numerical,Numerical,0
train2571,Numerical,Numerical,0
train2572,Categorical,Numerical,0
train2573,Numerical,Numerical,0
train2574,Binary,Numerical,0
train2575,Numerical,Categorical,1
train2576,Numerical,Numerical,0
train2577,Numerical,Numerical,1
train2578,Numerical,Binary,0
train2579,Numerical,Numerical,0
train2580,Numerical,Binary,1
train2581,Binary,Categorical,0
train2582,Numerical,Numerical,0
train2583,Categorical,Numerical,0
train2584,Numerical,Numerical,0
train2585,Binary,Numerical,0
train2586,Numerical,Numerical,0
train2587,Numerical,Binary,0
train2588,Numerical,Numerical,0
train2589,Binary,Numerical,0
train2590,Numerical,Numerical,0
train2591,Numerical,Numerical,0
train2592,Binary,Numerical,0
train2593,Categorical,Numerical,0
train2594,Numerical,Numerical,0
train2595,Numerical,Numerical,0
train2596,Numerical,Numerical,0
train2597,Numerical,Categorical,0
train2598,Numerical,Numerical,0
train2599,Numerical,Numerical,0
train2600,Numerical,Categorical,0
train2601,Numerical,Binary,0
train2602,Binary,Numerical,0
train2603,Numerical,Numerical,1
train2604,Numerical,Numerical,0
train2605,Numerical,Numerical,1
train2606,Numerical,Binary,0
train2607,Binary,Numerical,0
train2608,Numerical,Numerical,0
train2609,Categorical,Numerical,0
train2610,Numerical,Numerical,1
train2611,Numerical,Numerical,1
train2612,Binary,Numerical,0
train2613,Binary,Binary,0
train2614,Numerical,Numerical,0
train2615,Numerical,Numerical,0
train2616,Numerical,Numerical,0
train2617,Binary,Numerical,0
train2618,Categorical,Numerical,0
train2619,Numerical,Numerical,1
train2620,Numerical,Numerical,0
train2621,Numerical,Categorical,0
train2622,Binary,Numerical,0
train2623,Numerical,Numerical,0
train2624,Binary,Numerical,0
train2625,Binary,Categorical,0
train2626,Numerical,Numerical,0
train2627,Numerical,Numerical,0
train2628,Binary,Numerical,0
train2629,Numerical,Numerical,0
train2630,Numerical,Numerical,0
train2631,Numerical,Numerical,1
train2632,Numerical,Binary,0
train2633,Categorical,Categorical,0
train2634,Categorical,Numerical,0
train2635,Numerical,Numerical,0
train2636,Binary,Categorical,0
train2637,Numerical,Binary,0
train2638,Numerical,Binary,0
train2639,Numerical,Numerical,0
train2640,Numerical,Numerical,0
train2641,Numerical,Categorical,0
train2642,Numerical,Numerical,0
train2643,Numerical,Numerical,1
train2644,Numerical,Numerical,0
train2645,Numerical,Numerical,0
train2646,Numerical,Numerical,0
train2647,Numerical,Numerical,0
train2648,Numerical,Numerical,1
train2649,Numerical,Numerical,0
train2650,Numerical,Numerical,0
train2651,Numerical,Binary,0
train2652,Numerical,Numerical,0
train2653,Categorical,Binary,0
train2654,Numerical,Binary,1
train2655,Numerical,Numerical,0
train2656,Numerical,Numerical,1
train2657,Numerical,Numerical,0
train2658,Numerical,Numerical,1
train2659,Numerical,Categorical,0
train2660,Numerical,Numerical,0
train2661,Numerical,Numerical,0
train2662,Numerical,Binary,0
train2663,Numerical,Numerical,1
train2664,Numerical,Numerical,0
train2665,Numerical,Numerical,0
train2666,Binary,Categorical,0
train2667,Categorical,Numerical,0
train2668,Numerical,Categorical,1
train2669,Categorical,Numerical,0
train2670,Numerical,Numerical,0
train2671,Categorical,Numerical,0
train2672,Numerical,Categorical,0
train2673,Numerical,Numerical,0
train2674,Numerical,Binary,0
train2675,Numerical,Categorical,1
train2676,Binary,Numerical,1
train2677,Binary,Numerical,0
train2678,Numerical,Categorical,0
train2679,Binary,Numerical,0
train2680,Binary,Numerical,1
train2681,Numerical,Numerical,0
train2682,Binary,Numerical,1
train2683,Numerical,Numerical,0
train2684,Numerical,Binary,0
train2685,Numerical,Numerical,1
train2686,Binary,Categorical,0
train2687,Categorical,Numerical,0
train2688,Numerical,Numerical,1
train2689,Numerical,Numerical,0
train2690,Numerical,Numerical,1
train2691,Binary,Numerical,0
train2692,Numerical,Categorical,0
train2693,Numerical,Numerical,0
train2694,Binary,Numerical,0
train2695,Numerical,Numerical,0
train2696,Numerical,Numerical,0
train2697,Numerical,Numerical,0
train2698,Numerical,Numerical,0
train2699,Numerical,Numerical,0
train2700,Numerical,Numerical,0
train2701,Numerical,Numerical,0
train2702,Numerical,Numerical,0
train2703,Numerical,Numerical,0
train2704,Numerical,Numerical,0
train2705,Categorical,Binary,1
train2706,Numerical,Numerical,1
train2707,Numerical,Numerical,1
train2708,Numerical,Numerical,1
train2709,Numerical,Numerical,0
train2710,Numerical,Numerical,0
train2711,Numerical,Numerical,0
train2712,Categorical,Numerical,1
train2713,Numerical,Numerical,1
train2714,Numerical,Categorical,0
train2715,Numerical,Numerical,1
train2716,Numerical,Numerical,1
train2717,Numerical,Categorical,0
train2718,Numerical,Numerical,0
train2719,Numerical,Numerical,1
