SampleID,Source,A name,B name,F1,N1,S/N 1,F2,N2,S/N 2,sample num,A type,B type,RealData [yes=1]
train2094,ARTIFCE,A,B,exp,preadd,1,NA,NA,NA,7184,Numerical,Numerical,0
train2095,ARTIFCE,A,B,line,preadd,1,NA,NA,NA,6172,Numerical,Numerical,0
train2096,INDEP,A,B,NA,NA,NA,NA,NA,NA,5403,Binary,Numerical,0
train2097,INDEP,A,B,NA,NA,NA,NA,NA,NA,3383,Numerical,Numerical,0
train2098,RELATED,A,B,line,premult,1,line,postadd,0.25,1352,Numerical,Numerical,0
train2099,YEAST,RLM1-YPL089C-16 RLM1,POG1-YIL122W-16 POG1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train2100,ARTIFCE,A,B,hyperbola,postmult,2,NA,NA,NA,5144,Numerical,Numerical,0
train2101,RLTDREAL,Area,Hillshade-9am,NA,NA,NA,NA,NA,NA,3484,Categorical,Numerical,1
train2102,RELATED,A,B,tanh,premult,2,log,premult,0.25,3021,Binary,Binary,0
train2103,RELATED,A,B,sqrt,premult,0.25,sine,premult,0.5,3138,Numerical,Numerical,0
train2104,ARTIFCE,A,B,sine,premult,0.5,NA,NA,NA,597,Numerical,Categorical,0
train2105,ARTIFCE,A,B,parabola,postmult,2,NA,NA,NA,3384,Numerical,Numerical,0
train2106,ARTIFCE,A,B,hyperbola,premult,1,NA,NA,NA,570,Numerical,Categorical,0
train2107,INDEP,A,B,NA,NA,NA,NA,NA,NA,6701,Numerical,Numerical,0
train2108,ARTIFCE,A,B,exp,premult,1,NA,NA,NA,4649,Numerical,Binary,0
train2109,RELATED,A,B,tanh,preadd,0.5,sine,postmult,1,3714,Numerical,Numerical,0
train2110,INDEP,A,B,NA,NA,NA,NA,NA,NA,3258,Categorical,Numerical,0
train2111,ARTIFCE,A,B,hyperbola,postmult,1,NA,NA,NA,1692,Numerical,Categorical,0
train2112,ARTIFCE,A,B,rbf,preadd,0.25,NA,NA,NA,3338,Numerical,Numerical,0
train2113,RELATED,A,B,sqrt,preadd,2,log,preadd,1,619,Numerical,Numerical,0
train2114,RELATED,A,B,sqrt,preadd,1,line,postadd,0.5,6143,Categorical,Numerical,0
train2115,ARTIFCE,A,B,log,postmult,0.5,NA,NA,NA,1511,Numerical,Numerical,0
train2116,INDEP,A,B,NA,NA,NA,NA,NA,NA,1858,Numerical,Numerical,0
train2117,INDEP,A,B,NA,NA,NA,NA,NA,NA,2180,Categorical,Numerical,0
train2118,RELATED,A,B,hyperbola,postmult,2,sine,postadd,0.5,1734,Numerical,Numerical,0
train2119,ARTIFCE,A,B,sqrt,postadd,0.25,NA,NA,NA,747,Numerical,Categorical,0
train2120,ARTIFCE,A,B,line,preadd,0.25,NA,NA,NA,6847,Categorical,Numerical,0
train2121,ARTIFCE,A,B,rbf,premult,1,NA,NA,NA,538,Numerical,Numerical,0
train2122,ARTIFCE,A,B,line,postmult,0.25,NA,NA,NA,7028,Numerical,Numerical,0
train2123,INDEP,A,B,NA,NA,NA,NA,NA,NA,521,Numerical,Numerical,0
train2124,ARTIFCE,A,B,rbf,postmult,1,NA,NA,NA,6304,Numerical,Categorical,0
train2125,IDPTREAL,SWI5-YDR146C-16 SWI5,PIR3-YKL163W-16 PIR3,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train2126,ARTIFCE,A,B,rbf,premult,1,NA,NA,NA,1338,Numerical,Numerical,0
train2127,ARTIFCE,A,B,parabola,premult,1,NA,NA,NA,7398,Numerical,Numerical,0
train2128,ARTIFCE,A,B,atanh,postadd,1,NA,NA,NA,6178,Binary,Numerical,0
train2129,ARTIFCE,A,B,rbf,postadd,0.25,NA,NA,NA,527,Numerical,Numerical,0
train2130,INDEP,A,B,NA,NA,NA,NA,NA,NA,6453,Numerical,Numerical,0
train2131,INDEP,A,B,NA,NA,NA,NA,NA,NA,3538,Binary,Numerical,0
train2132,ARTIFCE,A,B,line,preadd,1,NA,NA,NA,2202,Numerical,Numerical,0
train2133,ARTIFCE,A,B,sqrt,postmult,1,NA,NA,NA,633,Binary,Numerical,0
train2134,INDEP,A,B,NA,NA,NA,NA,NA,NA,5667,Numerical,Numerical,0
train2135,RELATED,A,B,line,preadd,2,log,postadd,0.25,7151,Numerical,Numerical,0
train2136,INDEP,A,B,NA,NA,NA,NA,NA,NA,1584,Binary,Binary,0
train2137,INDEP,A,B,NA,NA,NA,NA,NA,NA,1075,Numerical,Numerical,0
train2138,IDPTREAL,IME1-YJR094C-16 IME1,CBP2-YHL038C-16 CBP2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train2139,RELATED,A,B,cubic,preadd,2,line,postmult,2,776,Numerical,Binary,0
train2140,IDPTREAL,fur-b0683-14 fur,rcnA-b2106-15 rcnA,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train2141,ARTIFCE,A,B,log,premult,1,NA,NA,NA,581,Numerical,Numerical,0
train2142,RLTDREAL,peak-rpm,fuel-type,NA,NA,NA,NA,NA,NA,203,Numerical,Binary,1
train2143,ARTIFCE,A,B,parabola,premult,0.25,NA,NA,NA,2707,Numerical,Numerical,0
train2144,ARTIFCE,A,B,line,premult,1,NA,NA,NA,793,Numerical,Numerical,0
train2145,ADA,relationship,hoursPerWeek,NA,NA,NA,NA,NA,NA,502,Categorical,Numerical,1
train2146,RELATED,A,B,rbf,premult,0.25,log,preadd,1,656,Numerical,Numerical,0
train2147,ARTIFCE,A,B,line,postadd,1,NA,NA,NA,2293,Numerical,Categorical,0
train2148,INDEP,A,B,NA,NA,NA,NA,NA,NA,5718,Binary,Numerical,0
train2149,INDEP,A,B,NA,NA,NA,NA,NA,NA,2940,Numerical,Numerical,0
train2150,ARTIFCE,A,B,rbf,preadd,1,NA,NA,NA,1126,Binary,Numerical,0
train2151,ARTIFCE,A,B,cubic,postmult,2,NA,NA,NA,4824,Numerical,Numerical,0
train2152,ARTIFCE,A,B,line,preadd,0.5,NA,NA,NA,895,Numerical,Numerical,0
train2153,RELATED,A,B,tanh,postadd,2,log,postmult,0.5,1056,Numerical,Numerical,0
train2154,ARTIFCE,A,B,exp,premult,0.25,NA,NA,NA,1405,Categorical,Numerical,0
train2155,ARTIFCE,A,B,parabola,preadd,1,NA,NA,NA,1979,Numerical,Numerical,0
train2156,RELATED,A,B,line,postadd,2,sine,preadd,1,4960,Categorical,Categorical,0
train2157,INDEP,A,B,NA,NA,NA,NA,NA,NA,2225,Numerical,Categorical,0
train2158,ARTIFCE,A,B,parabola,preadd,0.5,NA,NA,NA,861,Numerical,Numerical,0
train2159,ARTIFCE,A,B,log,postadd,0.5,NA,NA,NA,699,Numerical,Binary,0
train2160,ARTIFCE,A,B,rbf,premult,2,NA,NA,NA,838,Numerical,Numerical,0
train2161,RELATED,A,B,hyperbola,premult,0.25,parabola,postadd,1,2372,Numerical,Binary,0
train2162,INDEP,A,B,NA,NA,NA,NA,NA,NA,1188,Numerical,Numerical,0
train2163,RELATED,A,B,line,preadd,1,sqrt,postmult,0.25,1603,Categorical,Numerical,0
train2164,ARTIFCE,A,B,exp,postmult,0.25,NA,NA,NA,503,Numerical,Numerical,0
train2165,ARTIFCE,A,B,line,postadd,0.25,NA,NA,NA,3516,Numerical,Binary,0
train2166,INDEP,A,B,NA,NA,NA,NA,NA,NA,2489,Numerical,Numerical,0
train2167,RELATED,A,B,exp,preadd,1,sqrt,preadd,0.25,1800,Numerical,Numerical,0
train2168,INDEP,A,B,NA,NA,NA,NA,NA,NA,593,Categorical,Numerical,0
train2169,RELATED,A,B,cubic,postadd,2,hyperbola,premult,1,1563,Numerical,Numerical,0
train2170,INDEP,A,B,NA,NA,NA,NA,NA,NA,7568,Numerical,Numerical,0
train2171,ARTIFCE,A,B,line,postadd,0.25,NA,NA,NA,7625,Numerical,Numerical,0
train2172,ARTIFCE,A,B,atanh,preadd,0.5,NA,NA,NA,994,Numerical,Binary,0
train2173,ARTIFCE,A,B,parabola,preadd,2,NA,NA,NA,681,Numerical,Numerical,0
train2174,INDEP,A,B,NA,NA,NA,NA,NA,NA,661,Numerical,Numerical,0
train2175,RELATED,A,B,rbf,preadd,0.5,rbf,postadd,2,1079,Binary,Categorical,0
train2176,RELATED,A,B,sqrt,premult,2,sqrt,preadd,2,6155,Categorical,Categorical,0
train2177,ARTIFCE,A,B,exp,preadd,0.25,NA,NA,NA,5109,Numerical,Categorical,0
train2178,IDPTREAL,ihfB-b0912-15 ihfB,envZ-b3404-15 envZ,NA,NA,NA,NA,NA,NA,615,Numerical,Numerical,1
train2179,ARTIFCE,A,B,rbf,postmult,1,NA,NA,NA,4504,Numerical,Numerical,0
train2180,ARTIFCE,A,B,rbf,postadd,1,NA,NA,NA,3337,Numerical,Binary,0
train2181,ARTIFCE,A,B,atanh,postmult,0.5,NA,NA,NA,802,Numerical,Binary,0
train2182,RELATED,A,B,line,preadd,0.5,tanh,preadd,1,947,Numerical,Numerical,0
train2183,ARTIFCE,A,B,rbf,postadd,2,NA,NA,NA,2891,Binary,Categorical,0
train2184,INDEP,A,B,NA,NA,NA,NA,NA,NA,1959,Categorical,Numerical,0
train2185,LEMON,MMRCurrentRetailAveragePrice,WheelTypeID,NA,NA,NA,NA,NA,NA,1211,Numerical,Categorical,1
train2186,ARTIFCE,A,B,sqrt,premult,0.25,NA,NA,NA,5854,Numerical,Numerical,0
train2187,ARTIFCE,A,B,rbf,preadd,2,NA,NA,NA,1835,Numerical,Numerical,0
train2188,INDEP,A,B,NA,NA,NA,NA,NA,NA,2108,Numerical,Numerical,0
train2189,INDEP,A,B,NA,NA,NA,NA,NA,NA,5742,Numerical,Numerical,0
train2190,INDEP,A,B,NA,NA,NA,NA,NA,NA,5168,Numerical,Categorical,0
train2191,INDEP,A,B,NA,NA,NA,NA,NA,NA,3898,Numerical,Numerical,0
train2192,INDEP,A,B,NA,NA,NA,NA,NA,NA,1771,Categorical,Numerical,0
train2193,RLTDREAL,narH-b1225-14 narH,ihfA-b1712-15 ihfA,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train2194,RELATED,A,B,line,postadd,2,exp,postadd,1,1521,Numerical,Binary,0
train2195,RELATED,A,B,line,preadd,1,sine,postmult,2,4235,Numerical,Binary,0
train2196,ARTIFCE,A,B,line,postmult,0.5,NA,NA,NA,3297,Numerical,Numerical,0
train2197,RELATED,A,B,cubic,premult,0.25,line,postmult,0.5,2472,Binary,Binary,0
train2198,INDEP,A,B,NA,NA,NA,NA,NA,NA,687,Numerical,Categorical,0
train2199,ARTIFCE,A,B,sqrt,premult,0.5,NA,NA,NA,5666,Numerical,Numerical,0
train2200,CPU,Machine cycle time,Estimated performance,NA,NA,NA,NA,NA,NA,209,Numerical,Numerical,1
train2201,ARTIFCE,A,B,rbf,preadd,0.5,NA,NA,NA,7600,Binary,Numerical,0
train2202,INDEP,A,B,NA,NA,NA,NA,NA,NA,3481,Numerical,Numerical,0
train2203,ARTIFCE,A,B,tanh,postmult,0.25,NA,NA,NA,742,Numerical,Categorical,0
train2204,RELATED,A,B,line,postadd,0.5,line,preadd,1,4109,Binary,Numerical,0
train2205,ARTIFCE,A,B,exp,postadd,0.25,NA,NA,NA,1967,Binary,Numerical,0
train2206,ARTIFCE,A,B,exp,preadd,0.5,NA,NA,NA,633,Numerical,Numerical,0
train2207,ARTIFCE,A,B,rbf,premult,2,NA,NA,NA,5323,Numerical,Numerical,0
train2208,INDEP,A,B,NA,NA,NA,NA,NA,NA,5273,Numerical,Numerical,0
train2209,IDPTREAL,SUB1-YMR039C-16 SUB1,REB1-YBR049C-16 REB1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train2210,IDPTREAL,INO4-YOL108C-16 INO4,COT1-YOR316C-16 COT1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train2211,ECOLI,torR-b0995-14 torR,torC-b0996-15 torC,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train2212,ARTIFCE,A,B,sine,postmult,2,NA,NA,NA,3229,Numerical,Numerical,0
train2213,ARTIFCE,A,B,sqrt,postadd,0.25,NA,NA,NA,650,Numerical,Numerical,0
train2214,CAR,Horsepower,Model-Year,NA,NA,NA,NA,NA,NA,400,Numerical,Numerical,1
train2215,RELATED,A,B,line,postadd,0.25,parabola,preadd,0.5,4412,Numerical,Numerical,0
train2216,INDEP,A,B,NA,NA,NA,NA,NA,NA,5712,Binary,Numerical,0
train2217,RELATED,A,B,log,postmult,2,exp,postadd,2,2327,Numerical,Numerical,0
train2218,INDEP,A,B,NA,NA,NA,NA,NA,NA,2660,Numerical,Categorical,0
train2219,ARTIFCE,A,B,parabola,postmult,0.5,NA,NA,NA,1233,Numerical,Numerical,0
train2220,RELATED,A,B,sine,preadd,0.25,parabola,premult,0.25,513,Binary,Numerical,0
train2221,RELATED,A,B,line,premult,2,cubic,premult,1,5536,Categorical,Numerical,0
train2222,ARTIFCE,A,B,sine,postmult,1,NA,NA,NA,7922,Numerical,Numerical,0
train2223,RELATED,A,B,exp,postadd,1,line,postadd,2,3970,Numerical,Numerical,0
train2224,RELATED,A,B,tanh,postadd,0.25,rbf,preadd,2,4055,Numerical,Categorical,0
train2225,ARTIFCE,A,B,sine,postadd,1,NA,NA,NA,735,Numerical,Binary,0
train2226,RELATED,A,B,cubic,premult,0.25,atanh,premult,1,5644,Categorical,Numerical,0
train2227,RELATED,A,B,sine,premult,0.25,atanh,postadd,1,1810,Numerical,Binary,0
train2228,VETERAN,CHILD07,AGE,NA,NA,NA,NA,NA,NA,1406,Categorical,Numerical,1
train2229,ARTIFCE,A,B,rbf,preadd,0.5,NA,NA,NA,2799,Numerical,Numerical,0
train2230,ARTIFCE,A,B,hyperbola,postadd,0.25,NA,NA,NA,7488,Categorical,Binary,0
train2231,ARTIFCE,A,B,tanh,postadd,0.25,NA,NA,NA,1185,Numerical,Numerical,0
train2232,RLTDREAL,crp-b3357-15 crp,gltA-b0720-15 gltA,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train2233,RELATED,A,B,tanh,preadd,0.5,line,postadd,1,4902,Numerical,Numerical,0
train2234,INDEP,A,B,NA,NA,NA,NA,NA,NA,3910,Numerical,Numerical,0
train2235,RELATED,A,B,hyperbola,preadd,1,line,postadd,1,1248,Numerical,Numerical,0
train2236,ARTIFCE,A,B,tanh,premult,2,NA,NA,NA,5594,Numerical,Numerical,0
train2237,RELATED,A,B,exp,postmult,0.25,hyperbola,postmult,0.5,3399,Numerical,Numerical,0
train2238,ARTIFCE,A,B,rbf,postmult,2,NA,NA,NA,3130,Numerical,Numerical,0
train2239,INDEP,A,B,NA,NA,NA,NA,NA,NA,2840,Numerical,Numerical,0
train2240,INDEP,A,B,NA,NA,NA,NA,NA,NA,5125,Binary,Categorical,0
train2241,RELATED,A,B,rbf,premult,0.5,exp,preadd,2,512,Numerical,Numerical,0
train2242,RELATED,A,B,parabola,preadd,0.25,parabola,premult,0.5,4622,Numerical,Numerical,0
train2243,ARTIFCE,A,B,sine,postadd,0.25,NA,NA,NA,1458,Numerical,Numerical,0
train2244,ARTIFCE,A,B,hyperbola,premult,0.25,NA,NA,NA,6164,Binary,Numerical,0
train2245,RELATED,A,B,parabola,postadd,0.5,sine,preadd,2,5802,Numerical,Numerical,0
train2246,ARTIFCE,A,B,cubic,postadd,0.25,NA,NA,NA,5661,Numerical,Numerical,0
train2247,RELATED,A,B,line,premult,1,parabola,postmult,0.5,6509,Numerical,Binary,0
train2248,IMPORTS2,city-mpg,aspiration,NA,NA,NA,NA,NA,NA,205,Numerical,Binary,1
train2249,INDEP,A,B,NA,NA,NA,NA,NA,NA,6529,Numerical,Numerical,0
train2250,ARTIFCE,A,B,exp,premult,1,NA,NA,NA,4287,Numerical,Numerical,0
train2251,ARTIFCE,A,B,atanh,preadd,0.5,NA,NA,NA,2821,Categorical,Numerical,0
train2252,IDPTREAL,FKH1-YIL131C-16 FKH1,ECM33-YBR078W-32 ECM33,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train2253,RELATED,A,B,cubic,postadd,1,sine,postadd,0.5,4313,Numerical,Numerical,0
train2254,INDEP,A,B,NA,NA,NA,NA,NA,NA,545,Numerical,Numerical,0
train2255,YEAST,REB1-YBR049C-16 REB1,SCJ1-YMR214W-16 SCJ1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train2256,ARTIFCE,A,B,rbf,premult,0.5,NA,NA,NA,6095,Numerical,Numerical,0
train2257,INDEP,A,B,NA,NA,NA,NA,NA,NA,643,Numerical,Numerical,0
train2258,RELATED,A,B,hyperbola,premult,0.5,line,preadd,2,3558,Numerical,Numerical,0
train2259,RELATED,A,B,rbf,postmult,2,hyperbola,postmult,1,1619,Categorical,Numerical,0
train2260,IDPTREAL,Horizontal-Distance-To-Fire-Points,Area,NA,NA,NA,NA,NA,NA,1109,Numerical,Categorical,1
train2261,RELATED,A,B,line,premult,0.25,atanh,premult,1,4811,Numerical,Binary,0
train2262,ARTIFCE,A,B,line,preadd,0.5,NA,NA,NA,1380,Numerical,Numerical,0
train2263,ARTIFCE,A,B,atanh,premult,0.25,NA,NA,NA,2174,Binary,Numerical,0
train2264,RELATED,A,B,atanh,premult,1,cubic,premult,1,2216,Binary,Numerical,0
train2265,ARTIFCE,A,B,rbf,preadd,0.5,NA,NA,NA,2969,Numerical,Numerical,0
train2266,ARTIFCE,A,B,sine,postadd,2,NA,NA,NA,2135,Binary,Numerical,0
train2267,INDEP,A,B,NA,NA,NA,NA,NA,NA,542,Numerical,Binary,0
train2268,ARTIFCE,A,B,rbf,postadd,0.25,NA,NA,NA,1464,Numerical,Categorical,0
train2269,ARTIFCE,A,B,sine,postadd,2,NA,NA,NA,698,Numerical,Categorical,0
train2270,RELATED,A,B,parabola,postmult,2,parabola,preadd,1,2336,Binary,Numerical,0
train2271,INDEP,A,B,NA,NA,NA,NA,NA,NA,4107,Categorical,Numerical,0
train2272,ARTIFCE,A,B,atanh,premult,1,NA,NA,NA,2678,Binary,Numerical,0
train2273,ARTIFCE,A,B,sine,premult,2,NA,NA,NA,2151,Numerical,Numerical,0
train2274,ARTIFCE,A,B,line,premult,0.25,NA,NA,NA,4335,Numerical,Numerical,0
train2275,ARTIFCE,A,B,sqrt,postmult,0.5,NA,NA,NA,3155,Numerical,Binary,0
train2276,ARTIFCE,A,B,sqrt,preadd,0.25,NA,NA,NA,4169,Numerical,Binary,0
train2277,RELATED,A,B,hyperbola,premult,2,exp,preadd,2,670,Categorical,Numerical,0
train2278,RELATED,A,B,hyperbola,premult,0.25,cubic,postmult,0.25,3819,Categorical,Categorical,0
train2279,IDPTREAL,Chemical component 4,Algal frequency 3,NA,NA,NA,NA,NA,NA,314,Numerical,Numerical,1
train2280,ECOLI,eda-b1850-15 eda,fruR-b0080-15 fruR,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train2281,ARTIFCE,A,B,line,postadd,2,NA,NA,NA,6447,Categorical,Numerical,0
train2282,INDEP,A,B,NA,NA,NA,NA,NA,NA,3328,Numerical,Numerical,0
train2283,RELATED,A,B,parabola,postadd,0.25,cubic,preadd,2,1434,Numerical,Numerical,0
train2284,RLTDREAL,PHD1-YKL043W-16 PHD1,AGE1-YDR524C-16 AGE1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train2285,IMPORTS2,peak-rpm,compression-ratio,NA,NA,NA,NA,NA,NA,203,Numerical,Numerical,1
train2286,INDEP,A,B,NA,NA,NA,NA,NA,NA,4922,Numerical,Numerical,0
train2287,RLTDREAL,A-23-P168882,Irradiation,NA,NA,NA,NA,NA,NA,461,Numerical,Binary,1
train2288,ARTIFCE,A,B,rbf,postmult,0.5,NA,NA,NA,3497,Numerical,Numerical,0
train2289,YEAST,FHL1-YPR104C-16 FHL1,RPS5-YJR123W-16 RPS5,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train2290,RELATED,A,B,log,preadd,0.5,tanh,postmult,0.5,926,Categorical,Categorical,0
train2291,ARTIFCE,A,B,exp,preadd,0.25,NA,NA,NA,1122,Numerical,Numerical,0
train2292,INDEP,A,B,NA,NA,NA,NA,NA,NA,1995,Numerical,Numerical,0
train2293,ARTIFCE,A,B,parabola,postmult,0.25,NA,NA,NA,799,Numerical,Numerical,0
train2294,ARTIFCE,A,B,cubic,premult,1,NA,NA,NA,1378,Binary,Numerical,0
train2295,RELATED,A,B,tanh,premult,0.25,line,preadd,0.25,1540,Categorical,Numerical,0
train2296,INDEP,A,B,NA,NA,NA,NA,NA,NA,2988,Numerical,Categorical,0
train2297,RELATED,A,B,line,premult,0.5,hyperbola,postadd,2,962,Numerical,Numerical,0
train2298,INDEP,A,B,NA,NA,NA,NA,NA,NA,3534,Numerical,Numerical,0
train2299,ARTIFCE,A,B,tanh,postmult,0.5,NA,NA,NA,887,Binary,Numerical,0
train2300,ARTIFCE,A,B,exp,preadd,0.25,NA,NA,NA,2411,Categorical,Numerical,0
train2301,ARTIFCE,A,B,hyperbola,preadd,1,NA,NA,NA,4558,Numerical,Categorical,0
train2302,ARTIFCE,A,B,rbf,premult,2,NA,NA,NA,4277,Numerical,Numerical,0
train2303,RELATED,A,B,tanh,postmult,0.5,exp,preadd,0.25,1651,Binary,Numerical,0
train2304,ARTIFCE,A,B,rbf,postadd,2,NA,NA,NA,558,Numerical,Numerical,0
train2305,RELATED,A,B,line,premult,0.25,rbf,postadd,1,2847,Numerical,Numerical,0
train2306,INDEP,A,B,NA,NA,NA,NA,NA,NA,5303,Binary,Numerical,0
train2307,IDPTREAL,AGE,CHILD03,NA,NA,NA,NA,NA,NA,7055,Numerical,Categorical,1
train2308,INDEP,A,B,NA,NA,NA,NA,NA,NA,513,Numerical,Numerical,0
train2309,INDEP,A,B,NA,NA,NA,NA,NA,NA,3594,Numerical,Numerical,0
train2310,ARTIFCE,A,B,parabola,premult,1,NA,NA,NA,1743,Binary,Numerical,0
train2311,ARTIFCE,A,B,cubic,preadd,0.5,NA,NA,NA,2900,Numerical,Numerical,0
train2312,RLTDREAL,paaG-b1394-15 paaG,crp-b3357-15 crp,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train2313,INDEP,A,B,NA,NA,NA,NA,NA,NA,1207,Numerical,Categorical,0
train2314,ARTIFCE,A,B,log,premult,1,NA,NA,NA,542,Binary,Numerical,0
train2315,INDEP,A,B,NA,NA,NA,NA,NA,NA,5689,Numerical,Numerical,0
train2316,ECOLI,crp-b3357-15 crp,paaJ-b1397-15 paaJ,NA,NA,NA,NA,NA,NA,566,Numerical,Numerical,1
train2317,ARTIFCE,A,B,rbf,preadd,0.25,NA,NA,NA,2764,Categorical,Numerical,0
train2318,ARTIFCE,A,B,line,postmult,1,NA,NA,NA,3664,Binary,Numerical,0
train2319,ARTIFCE,A,B,atanh,postadd,0.25,NA,NA,NA,2492,Binary,Numerical,0
train2320,ARTIFCE,A,B,sine,postmult,1,NA,NA,NA,1475,Numerical,Binary,0
train2321,RELATED,A,B,hyperbola,preadd,0.5,exp,premult,1,1631,Binary,Categorical,0
train2322,ADA,capitalGain,hoursPerWeek,NA,NA,NA,NA,NA,NA,4057,Numerical,Numerical,1
train2323,ARTIFCE,A,B,exp,postadd,0.5,NA,NA,NA,690,Categorical,Numerical,0
train2324,RELATED,A,B,exp,postmult,0.5,line,postmult,1,2623,Binary,Categorical,0
train2325,ARTIFCE,A,B,atanh,postadd,2,NA,NA,NA,1865,Numerical,Numerical,0
train2326,INDEP,A,B,NA,NA,NA,NA,NA,NA,1627,Numerical,Binary,0
train2327,ARTIFCE,A,B,hyperbola,postadd,2,NA,NA,NA,525,Numerical,Numerical,0
train2328,ARTIFCE,A,B,rbf,postmult,0.5,NA,NA,NA,2855,Binary,Numerical,0
train2329,ARTIFCE,A,B,line,premult,2,NA,NA,NA,1875,Numerical,Numerical,0
train2330,INDEP,A,B,NA,NA,NA,NA,NA,NA,7826,Numerical,Numerical,0
train2331,INDEP,A,B,NA,NA,NA,NA,NA,NA,1867,Numerical,Binary,0
train2332,INDEP,A,B,NA,NA,NA,NA,NA,NA,1182,Numerical,Numerical,0
train2333,RELATED,A,B,atanh,preadd,0.5,tanh,postadd,0.5,6935,Numerical,Binary,0
train2334,ARTIFCE,A,B,rbf,preadd,0.5,NA,NA,NA,1197,Categorical,Numerical,0
train2335,INDEP,A,B,NA,NA,NA,NA,NA,NA,6820,Numerical,Numerical,0
train2336,RELATED,A,B,cubic,postadd,1,rbf,preadd,0.25,770,Binary,Binary,0
train2337,INDEP,A,B,NA,NA,NA,NA,NA,NA,5784,Binary,Categorical,0
train2338,ARTIFCE,A,B,cubic,postmult,0.5,NA,NA,NA,587,Categorical,Numerical,0
train2339,RELATED,A,B,exp,premult,0.25,atanh,premult,2,4216,Categorical,Numerical,0
train2340,ARTIFCE,A,B,parabola,preadd,0.5,NA,NA,NA,1715,Numerical,Numerical,0
train2341,ARTIFCE,A,B,log,premult,0.25,NA,NA,NA,607,Numerical,Numerical,0
train2342,RELATED,A,B,sine,postadd,2,line,preadd,2,1512,Numerical,Binary,0
train2343,ARTIFCE,A,B,hyperbola,premult,1,NA,NA,NA,633,Numerical,Numerical,0
train2344,RELATED,A,B,cubic,postadd,2,cubic,preadd,2,1105,Binary,Numerical,0
train2345,ADA,maritalStatus,income,NA,NA,NA,NA,NA,NA,1189,Categorical,Binary,1
train2346,RLTDREAL,Claim-Amount,Cat5,NA,NA,NA,NA,NA,NA,6462,Numerical,Categorical,1
train2347,ECOLI,gcd-b0124-14 gcd,crp-b3357-15 crp,NA,NA,NA,NA,NA,NA,623,Numerical,Numerical,1
train2348,INDEP,A,B,NA,NA,NA,NA,NA,NA,959,Binary,Numerical,0
train2349,ARTIFCE,A,B,atanh,premult,0.25,NA,NA,NA,1181,Numerical,Numerical,0
train2350,RELATED,A,B,tanh,postmult,1,sine,premult,0.25,5157,Categorical,Numerical,0
train2351,ARTIFCE,A,B,exp,premult,1,NA,NA,NA,2412,Numerical,Numerical,0
train2352,RELATED,A,B,hyperbola,preadd,0.5,line,premult,0.5,3750,Binary,Numerical,0
train2353,INDEP,A,B,NA,NA,NA,NA,NA,NA,885,Numerical,Categorical,0
train2354,ARTIFCE,A,B,hyperbola,preadd,0.5,NA,NA,NA,2894,Categorical,Numerical,0
train2355,INDEP,A,B,NA,NA,NA,NA,NA,NA,2318,Numerical,Numerical,0
train2356,INDEP,A,B,NA,NA,NA,NA,NA,NA,854,Numerical,Numerical,0
train2357,ARTIFCE,A,B,line,postmult,1,NA,NA,NA,917,Numerical,Numerical,0
train2358,INDEP,A,B,NA,NA,NA,NA,NA,NA,717,Categorical,Numerical,0
train2359,ARTIFCE,A,B,rbf,preadd,0.5,NA,NA,NA,615,Numerical,Numerical,0
train2360,ARTIFCE,A,B,line,postmult,0.25,NA,NA,NA,787,Categorical,Binary,0
train2361,SYLVA,Aspect,Soil,NA,NA,NA,NA,NA,NA,2108,Numerical,Categorical,1
train2362,ARTIFCE,A,B,sqrt,postmult,1,NA,NA,NA,5401,Categorical,Numerical,0
train2363,ARTIFCE,A,B,sine,postmult,1,NA,NA,NA,2086,Numerical,Numerical,0
train2364,ARTIFCE,A,B,hyperbola,postmult,0.5,NA,NA,NA,3735,Numerical,Numerical,0
train2365,ARTIFCE,A,B,hyperbola,premult,2,NA,NA,NA,522,Numerical,Numerical,0
train2366,RELATED,A,B,parabola,premult,2,atanh,preadd,0.25,2746,Numerical,Numerical,0
train2367,ARTIFCE,A,B,line,postadd,2,NA,NA,NA,4345,Numerical,Numerical,0
train2368,RLTDREAL,SNT2-YGL131C-16 SNT2,CDC19-YAL038W-16 CDC19,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
